股票代码,股票简称,现价(元),涨跌幅(%),流通股东名称(报告期)2024.06.30,流通股东持股数量(报告期)(股)2024.06.30,流通股东类型(报告期)2024.06.30,流通股东持股比例(报告期)(%)2024.06.30,流通股东持股市值,流通股东排名(报告期)2024.06.30,流通股东持股状态(报告期)2024.06.30
002010.SZ,传化智联,3.59,3.16,香港中央结算有限公司,16145695.0,机构,0.58,61999468.8,7,减持
300303.SZ,聚飞光电,4.84,3.20,香港中央结算有限公司,12757691.0,机构,0.95,62002378.26,4,减持
002467.SZ,二六三,3.28,4.46,香港中央结算有限公司,18591329.0,机构,1.34,62095038.86,3,增持
603026.SH,石大胜华,26.85,2.83,香港中央结算有限公司,1839591.0,机构,0.91,62178175.8,9,新进
601858.SH,中国科传,16.90,1.02,香港中央结算有限公司,3255349.0,机构,0.41,62242272.88,4,增持
688318.SH,财富趋势,92.51,2.66,香港中央结算有限公司,793886.0,机构,0.43,62645544.26,4,增持
002060.SZ,广东建工,3.16,2.93,香港中央结算有限公司,18341733.0,机构,0.49,62728726.86,3,减持
002449.SZ,国星光电,6.53,2.19,香港中央结算有限公司,8823975.0,机构,1.43,62826702.0,4,增持
601028.SH,玉龙股份,12.09,-0.08,香港中央结算有限公司,5029469.0,机构,0.64,62868362.5,10,新进
688161.SH,威高骨科,21.52,-0.09,香港中央结算有限公司,3177262.0,机构,0.79,62973332.84,7,减持
300821.SZ,东岳硅材,6.24,2.13,香港中央结算有限公司,9216783.0,机构,0.77,63042795.72,5,增持
600171.SH,上海贝岭,20.26,3.58,香港中央结算有限公司,3779966.0,机构,0.53,63049832.88,4,减持
600877.SH,电科芯片,10.97,10.03,香港中央结算有限公司,5896493.0,机构,0.5,63210404.96,8,增持
603071.SH,物产环能,10.67,1.62,香港中央结算有限公司,5046078.0,机构,0.9,63227357.34,7,减持
000008.SZ,神州高铁,2.03,2.53,香港中央结算有限公司,32771426.0,机构,1.21,63248852.18,4,减持
002045.SZ,国光电器,10.59,3.52,香港中央结算有限公司,4650632.0,机构,0.82,63388114.16,7,增持
002590.SZ,万安科技,11.16,1.92,香港中央结算有限公司,4818660.0,机构,1.0,63509938.8,4,增持
600095.SH,湘财股份,6.01,1.35,香港中央结算有限公司,10665085.0,机构,0.37,63563906.6,9,减持
600335.SH,国机汽车,5.37,2.87,香港中央结算有限公司,11016413.0,机构,0.74,63564703.01,2,减持
600252.SH,中恒集团,1.94,2.65,香港中央结算有限公司,29385050.0,机构,0.85,63765558.5,6,增持
301376.SZ,致欧科技,16.96,3.67,香港中央结算有限公司,3012446.0,机构,0.75,63773481.82,8,增持
002979.SZ,雷赛智能,18.92,1.23,香港中央结算有限公司,3513573.0,机构,1.14,63947028.6,5,新进
301363.SZ,美好医疗,27.73,0.36,香港中央结算有限公司,2205824.0,机构,0.54,63968896.0,7,减持
000401.SZ,冀东水泥,4.46,4.21,香港中央结算有限公司,15765034.0,机构,0.59,64006038.04,6,减持
600771.SH,广誉远,16.51,3.12,香港中央结算有限公司,3406731.0,机构,0.7,64148744.73,4,增持
603881.SH,数据港,13.36,2.45,香港中央结算有限公司,5080660.0,机构,0.85,64575188.6,3,增持
002096.SZ,易普力,11.65,1.75,香港中央结算有限公司,5460633.0,机构,0.44,64981532.7,5,新进
601869.SH,长飞光纤,22.56,1.30,香港中央结算有限公司,2671834.0,机构,0.35,65005721.22,8,减持
600621.SH,华鑫股份,12.61,3.11,香港中央结算有限公司,5304066.0,机构,0.5,65027849.16,8,减持
000828.SZ,东莞控股,8.81,1.73,香港中央结算有限公司,7223956.0,机构,0.69,65087843.56,5,减持
600874.SH,创业环保,4.87,1.67,香港中央结算有限公司,11688682.0,机构,0.74,65339732.38,5,增持
002399.SZ,海普瑞,9.32,0.65,香港中央结算有限公司,7551158.0,机构,0.51,65468539.86,8,增持
300725.SZ,药石科技,25.51,2.24,香港中央结算有限公司,2452812.0,机构,1.23,65661777.24,6,新进
603113.SH,金能科技,4.56,4.35,香港中央结算有限公司,12010903.0,机构,1.42,65699639.41,4,增持
001287.SZ,中电港,15.57,1.83,香港中央结算有限公司,3975258.0,机构,0.52,65711014.74,6,增持
600110.SH,诺德股份,2.76,2.60,香港中央结算有限公司,21573910.0,机构,1.24,65800425.5,3,增持
300349.SZ,金卡智能,10.48,2.54,香港中央结算有限公司,5520332.0,机构,1.31,65802357.44,8,增持
603877.SH,太平鸟,11.39,2.34,香港中央结算有限公司,4794314.0,机构,1.01,65825931.22,10,减持
002022.SZ,科华生物,5.42,2.65,香港中央结算有限公司,11665448.0,机构,2.27,65909781.2,3,减持
300351.SZ,永贵电器,13.79,1.55,香港中央结算有限公司,4460063.0,机构,1.15,66008932.4,7,增持
002191.SZ,劲嘉股份,3.38,3.05,香港中央结算有限公司,18357916.0,机构,1.26,66272076.76,3,减持
003035.SZ,南网能源,4.05,2.27,香港中央结算有限公司,15102577.0,机构,0.4,66451338.8,5,减持
002291.SZ,遥望科技,4.66,0.87,香港中央结算有限公司,15459292.0,机构,1.66,66474955.6,5,减持
300620.SZ,光库科技,31.65,0.73,香港中央结算有限公司,1810363.0,机构,0.72,66585151.14,6,减持
300280.SZ,紫天科技,12.15,7.62,香港中央结算有限公司,4374976.0,机构,2.7,66674634.24,2,新进
300041.SZ,回天新材,7.20,3.00,香港中央结算有限公司,8414042.0,机构,1.5,66807493.48,6,减持
002911.SZ,佛燃能源,10.00,0.20,香港中央结算有限公司,7317194.0,机构,0.57,66879153.16,5,增持
688518.SH,联赢激光,11.80,1.81,香港中央结算有限公司,4012011.0,机构,1.18,67000583.7,7,减持
000949.SZ,新乡化纤,3.13,3.30,香港中央结算有限公司,19711021.0,机构,1.16,67017471.4,3,增持
605296.SH,神农集团,25.60,1.83,香港中央结算有限公司,1908172.0,机构,0.36,67072245.8,7,增持
600055.SH,万东医疗,12.18,2.27,香港中央结算有限公司,5440307.0,机构,0.77,67187791.45,5,增持
002978.SZ,安宁股份,23.95,2.44,香港中央结算有限公司,2413143.0,机构,0.6,67230163.98,5,增持
300320.SZ,海达股份,7.63,1.46,香港中央结算有限公司,8246158.0,机构,1.37,67288649.28,7,新进
000950.SZ,重药控股,4.72,0.85,香港中央结算有限公司,13834388.0,机构,0.8,67373469.56,9,增持
300203.SZ,聚光科技,10.68,0.75,香港中央结算有限公司,6677936.0,机构,1.49,67380374.24,9,新进
002167.SZ,东方锆业,5.11,3.23,香港中央结算有限公司,11872283.0,机构,1.53,67553290.27,2,新进
600391.SH,航发科技,15.04,2.24,香港中央结算有限公司,4434537.0,机构,1.34,67626689.25,2,增持
300772.SZ,运达股份,9.57,-0.10,香港中央结算有限公司,7050857.0,机构,1.0,67688227.2,5,增持
000869.SZ,张裕A,20.29,3.15,香港中央结算有限公司,3171686.0,机构,0.46,67715496.1,8,减持
300463.SZ,迈克生物,11.47,2.41,香港中央结算有限公司,5964754.0,机构,0.97,67878900.52,8,减持
000837.SZ,秦川机床,6.96,3.11,香港中央结算有限公司,9235597.0,机构,0.91,67973993.92,4,增持
002455.SZ,百川股份,6.70,4.04,香港中央结算有限公司,7443533.0,机构,1.25,68331632.94,4,增持
601208.SH,东材科技,7.02,-0.14,香港中央结算有限公司,9415650.0,机构,1.03,68357619.0,9,减持
603738.SH,泰晶科技,12.54,1.13,香港中央结算有限公司,5013409.0,机构,1.29,68382898.76,7,减持
300861.SZ,美畅股份,16.97,1.50,香港中央结算有限公司,3535572.0,机构,0.74,68413318.2,4,减持
002097.SZ,山河智能,5.42,4.63,香港中央结算有限公司,11346911.0,机构,1.06,68421873.33,5,增持
300870.SZ,欧陆通,39.17,0.20,香港中央结算有限公司,1577378.0,机构,1.56,68426657.64,3,减持
000498.SZ,山东路桥,4.90,2.30,香港中央结算有限公司,13084482.0,机构,0.84,68431840.86,6,增持
002646.SZ,天佑德酒,8.51,4.29,香港中央结算有限公司,6699092.0,机构,1.39,68531711.16,3,增持
603421.SH,鼎信通讯,5.56,0.36,香港中央结算有限公司,15371687.0,机构,2.36,68557724.02,6,新进
