股票代码,股票简称,现价(元),涨跌幅(%),"基金持股比例(%)2024.06.30",基金持股数量(股)2024.06.30,基金持股市值(元)2024.06.30,基金持股家数(家)2024.06.30,基金持股选股明细
688065.SH,凯赛生物,33.07,-2.96,8.26,48207729.00,2187207107.82,171,--
688278.SH,特宝生物,60.50,2.89,8.26,33604904.00,1799542609.20,315,--
000906.SZ,浙商中拓,4.35,-0.91,8.25,57199992.00,385527946.08,97,--
688611.SH,杭州柯林,27.00,-0.04,8.25,9043086.00,240998241.90,23,--
688088.SH,虹软科技,23.51,-1.47,8.25,33109189.00,955531194.54,185,--
002615.SZ,哈尔斯,6.81,2.10,8.24,25036927.00,155228947.40,87,--
002646.SZ,天佑德酒,8.16,-0.61,8.22,38831352.00,397244730.96,88,--
688508.SH,芯朋微,29.19,-1.49,8.20,10766742.00,391586442.91,68,--
600266.SH,城建发展,4.35,5.84,8.19,176435436.00,659868530.64,142,--
603605.SH,珀莱雅,85.94,0.64,8.19,32313476.00,3586472812.23,351,--
002192.SZ,融捷股份,28.82,0.56,8.18,21185837.00,635998826.74,108,--
688248.SH,南网科技,26.17,1.00,8.17,18668110.00,553136099.30,152,--
600585.SH,海螺水泥,20.23,0.75,8.17,326820913.00,7709705337.67,672,--
605333.SH,沪光股份,25.06,1.66,8.14,35560123.00,990349425.55,265,--
600201.SH,生物股份,5.67,-1.56,8.12,90972873.00,655914414.33,146,--
001228.SZ,永泰运,16.51,-0.24,8.12,4452356.00,93855664.48,38,--
000002.SZ,万科A,6.49,2.69,8.11,788024397.00,5461009078.14,448,--
603201.SH,常润股份,13.14,0.15,8.11,5208478.00,126045167.60,77,--
002853.SZ,皮阿诺,6.75,-0.74,8.10,10718599.00,79639198.00,24,--
603590.SH,康辰药业,20.45,-1.02,8.09,12748862.00,325605961.02,80,--
601208.SH,东材科技,7.03,1.44,8.08,72473594.00,526158292.44,95,--
300900.SZ,广联航空,14.57,-0.68,8.08,17589008.00,329442119.84,70,--
603239.SH,浙江仙通,11.23,0.90,8.06,21825442.00,299226809.82,153,--
600199.SH,金种子酒,10.11,0.20,8.05,52969237.00,630863612.67,25,--
002389.SZ,航天彩虹,12.88,-0.23,8.05,79765467.00,1107942336.63,81,--
603127.SH,昭衍新药,13.48,-0.15,8.05,50725574.00,673128366.98,137,--
003020.SZ,立方制药,16.71,-0.12,8.05,11004934.00,201170193.52,68,--
002129.SZ,TCL中环,7.59,-1.43,8.03,324551520.00,2807370648.00,318,--
600155.SH,华创云信,6.12,0.99,8.03,181513568.00,1072745186.88,109,--
002128.SZ,电投能源,15.73,2.88,8.02,169566010.00,3577842811.00,594,--
002292.SZ,奥飞娱乐,5.21,-1.88,8.02,81651589.00,488276502.22,100,--
002429.SZ,兆驰股份,4.40,1.38,8.02,362767122.00,1744909856.82,305,--
601677.SH,明泰铝业,11.79,0.77,8.01,95503828.00,1104024251.68,206,--
603520.SH,司太立,7.39,-6.93,8.00,27389130.00,260237370.19,61,--
002659.SZ,凯文教育,3.75,-3.85,7.97,47710201.00,156012357.27,39,--
300191.SZ,潜能恒信,11.55,-1.79,7.97,17638357.00,245525929.44,13,--
301165.SZ,锐捷网络,30.79,-0.65,7.97,5436077.00,162212537.68,130,--
688668.SH,鼎通科技,32.41,-0.89,7.96,11047199.00,434044448.71,126,--
603833.SH,欧派家居,41.96,3.12,7.96,48467750.00,2595932690.00,349,--
300841.SZ,康华生物,45.14,0.22,7.95,9722664.00,492355704.96,179,--
000902.SZ,新洋丰,11.79,-1.91,7.95,90871915.00,1078649631.05,185,--
002588.SZ,史丹利,6.73,-0.59,7.94,81315715.00,612307333.95,115,--
002897.SZ,意华股份,32.19,-1.29,7.93,12944720.00,487498155.20,182,--
600661.SH,昂立教育,10.26,0.98,7.92,23067949.00,259053067.27,65,--
688636.SH,智明达,18.80,1.84,7.92,8857349.00,201947557.20,62,--
600176.SH,中国巨石,8.95,1.02,7.92,317135399.00,3504346158.95,455,--
603966.SH,法兰泰克,6.57,0.00,7.91,28388194.00,195026892.78,74,--
000690.SZ,宝新能源,3.85,-0.52,7.91,171987110.00,877134261.00,210,--
300192.SZ,科德教育,10.16,0.20,7.89,16577562.00,162791658.84,65,--
301381.SZ,赛维时代,22.23,-0.54,7.87,2633603.00,59861796.19,94,--
603160.SH,汇顶科技,56.98,-0.97,7.87,36061443.00,2479224206.25,426,--
688100.SH,威胜信息,34.94,1.84,7.87,39338949.00,1500780904.35,236,--
601111.SH,中国国航,6.32,-1.71,7.87,867034121.00,6398711812.98,355,--
001289.SZ,龙源电力,13.57,-0.88,7.85,10469843.00,180604791.75,179,--
002225.SZ,濮耐股份,3.23,3.53,7.84,64728206.00,264738362.54,90,--
002142.SZ,宁波银行,18.61,0.98,7.82,510275290.00,11256672897.40,731,--
002697.SZ,红旗连锁,4.16,0.00,7.81,84192772.00,389812534.36,239,--
688368.SH,晶丰明源,48.81,0.08,7.79,6845735.00,379253719.00,56,--
601555.SH,东吴证券,6.10,-0.33,7.79,387097566.00,2283875639.40,249,--
300972.SZ,万辰集团,29.54,-3.21,7.79,11912902.00,251719619.26,89,--
003021.SZ,兆威机电,35.27,1.61,7.79,16055372.00,740955417.80,190,--
600348.SH,华阳股份,6.74,3.69,7.78,280790550.00,2796673878.00,353,--
002233.SZ,塔牌集团,6.61,-2.36,7.78,92644828.00,677233692.68,141,--
002859.SZ,洁美科技,15.80,-0.75,7.75,30951099.00,621498067.92,186,--
000598.SZ,兴蓉环境,6.40,0.63,7.72,229225176.00,1723773323.52,404,--
301129.SZ,瑞纳智能,17.95,1.64,7.72,2794177.00,70525027.48,26,--
600919.SH,江苏银行,7.53,0.53,7.71,1409212929.00,10470452062.47,692,--
688513.SH,苑东生物,33.26,-0.15,7.70,13600481.00,683968189.49,71,--
002415.SZ,海康威视,25.13,0.20,7.70,701500635.00,21683384627.85,"1,107",--
000960.SZ,锡业股份,12.81,0.08,7.66,126164104.00,1954281970.96,360,--
688009.SH,中国通号,4.71,-4.07,7.66,660462585.00,3962775510.00,399,--
301548.SZ,崇德科技,39.18,-2.39,7.64,1662638.00,88252825.04,121,--
300861.SZ,美畅股份,16.72,-2.68,7.64,20795351.00,402390041.85,156,--
688152.SH,麒麟信安,34.76,2.75,7.64,2307362.00,89341056.64,67,--
002597.SZ,金禾实业,21.90,-2.67,7.64,43270681.00,860653845.09,186,--
603008.SH,喜临门,13.58,1.50,7.63,28919045.00,501167049.85,137,--
002550.SZ,千红制药,4.94,-1.40,7.63,69431305.00,374234733.95,153,--
600482.SH,中国动力,23.35,2.50,7.62,166954088.00,3252265634.24,354,--
002867.SZ,周大生,10.33,0.68,7.61,82204467.00,1073590339.02,271,--
601211.SH,国泰君安,14.70,--,7.60,568437767.00,7702331742.85,441,--
603112.SH,华翔股份,11.72,-0.68,7.60,32886953.00,345641876.03,114,--
600958.SH,东方证券,8.50,0.83,7.57,565252666.00,4295920261.60,236,--
002960.SZ,青鸟消防,8.90,-0.45,7.55,46743094.00,590832708.16,108,--
601601.SH,中国太保,30.45,2.70,7.54,516526875.00,14390438737.50,829,--
600064.SH,南京高科,5.58,1.09,7.53,130209509.00,790371719.63,121,--
001322.SZ,箭牌家居,7.04,0.00,7.52,12449610.00,91006649.10,48,--
301011.SZ,华立科技,14.63,-0.07,7.51,10795948.00,166365558.68,105,--
002873.SZ,新天药业,7.85,-5.99,7.51,16815027.00,139564724.10,52,--
600745.SH,闻泰科技,24.50,-0.89,7.50,93175143.00,2632197789.75,267,--
688305.SH,科德数控,58.49,3.16,7.50,3985589.00,256911066.94,92,--
300174.SZ,元力股份,11.97,-1.48,7.49,27298058.00,372618491.70,120,--
000922.SZ,佳电股份,8.91,1.25,7.47,43866653.00,523329170.29,148,--
002372.SZ,伟星新材,10.59,0.47,7.47,109891834.00,1694532080.28,323,--
002918.SZ,蒙娜丽莎,6.87,-1.15,7.47,16385266.00,148450519.02,59,--
688237.SH,超卓航科,15.43,-0.77,7.46,3290772.00,65979978.60,41,--
603600.SH,永艺股份,9.58,-0.21,7.46,22571621.00,235647723.24,100,--
838670.BJ,恒进感应,7.71,1.45,7.46,4922816.00,40564003.84,17,--
688010.SH,福光股份,12.95,-2.85,7.43,11927114.00,185705180.55,27,--
603136.SH,天目湖,9.58,-0.62,7.43,20060420.00,219260390.60,59,--
600378.SH,昊华科技,25.40,2.34,7.42,67061805.00,1938086164.50,139,--
002643.SZ,万润股份,7.79,0.52,7.40,66797986.00,667979860.00,156,--
600707.SH,彩虹股份,6.00,-0.50,7.39,265227383.00,1806198478.23,321,--
603517.SH,绝味食品,11.94,0.00,7.39,45823867.00,705687551.80,216,--
603277.SH,银都股份,24.14,0.46,7.38,31031101.00,932174274.04,179,--
600566.SH,济川药业,24.46,1.07,7.35,67352308.00,2135741686.68,576,--
600295.SH,鄂尔多斯,8.23,0.12,7.35,145235866.00,1440739790.72,155,--
688578.SH,艾力斯,42.23,-3.76,7.35,33065974.00,2107625182.76,323,--
002497.SZ,雅化集团,8.24,-1.44,7.35,77391017.00,690327871.64,139,--
600998.SH,九州通,4.39,-0.68,7.33,369532416.00,1803318190.08,304,--
600674.SH,川投能源,17.54,1.98,7.31,356326492.00,6681121725.00,580,--
300888.SZ,稳健医疗,24.06,-1.64,7.29,13231222.00,334749916.60,131,--
600438.SH,通威股份,18.31,-1.56,7.28,327697685.00,6262302760.35,389,--
300525.SZ,博思软件,11.61,-0.77,7.27,44622726.00,566708620.20,109,--
836208.BJ,青矩技术,17.50,-1.63,7.26,1241432.00,41141056.48,11,--
000799.SZ,酒鬼酒,34.33,-0.29,7.26,23580647.00,1034482983.89,56,--
300031.SZ,宝通科技,14.27,-1.11,7.25,25075171.00,360330221.64,110,--
600741.SH,华域汽车,15.97,2.44,7.25,228529080.00,3743306330.40,466,--
600011.SH,华能国际,6.44,0.31,7.25,797164404.00,7668721566.48,612,--
603619.SH,中曼石油,17.43,0.35,7.25,28993494.00,679027629.48,170,--
603658.SH,安图生物,38.19,-0.44,7.24,42437661.00,1955103042.27,336,--
300363.SZ,博腾股份,11.45,-2.14,7.22,36134356.00,431805554.20,111,--
002255.SZ,海陆重工,4.11,-1.44,7.21,46840276.00,229048949.64,52,--
688252.SH,天德钰,14.84,-0.47,7.21,13008329.00,189011020.37,112,--
002020.SZ,京新药业,10.60,-1.30,7.19,47204213.00,494228110.11,250,--
002019.SZ,亿帆医药,10.14,0.20,7.19,61173427.00,756103557.72,253,--
600886.SH,国投电力,15.44,0.20,7.19,500712610.00,9132998006.40,715,--
603486.SH,科沃斯,40.60,0.87,7.18,40853621.00,1927473838.78,372,--
600415.SH,小商品城,8.60,0.70,7.18,392484303.00,2912233528.26,272,--
000848.SZ,承德露露,6.80,0.00,7.18,74593762.00,586306969.32,191,--
600582.SH,天地科技,5.30,1.15,7.16,296398280.00,2042184149.20,464,--
000963.SZ,华东医药,27.56,0.92,7.13,124864525.00,3472482440.25,427,--
000519.SZ,中兵红箭,11.85,3.49,7.13,99248735.00,1455978942.45,225,--
300331.SZ,苏大维格,15.82,6.75,7.12,14306362.00,230046317.04,42,--
600383.SH,金地集团,3.74,6.25,7.12,321527305.00,1093192837.00,178,--
002752.SZ,昇兴股份,4.26,-0.93,7.12,69567307.00,352010573.42,136,--
002159.SZ,三特索道,12.75,-1.16,7.12,9856910.00,126464155.30,45,--
688519.SH,南亚新材,16.68,-5.71,7.10,16678019.00,426456945.83,81,--
601136.SH,首创证券,17.16,0.41,7.09,34154589.00,697757726.24,81,--
601101.SH,昊华能源,8.10,4.92,7.09,102141383.00,938679309.77,217,--
834599.BJ,同力股份,8.00,1.65,7.08,15960084.00,124009852.68,25,--
600588.SH,用友网络,8.55,-0.47,7.08,241985970.00,2419859700.00,261,--
301301.SZ,川宁生物,10.66,0.38,7.08,43602922.00,557245343.16,173,--
002823.SZ,凯中精密,12.14,-4.78,7.08,13352550.00,162901110.00,65,--
600875.SH,东方电气,12.43,0.73,7.05,142673664.00,2632329100.80,468,--
601900.SH,南方传媒,12.55,1.95,7.05,63154180.00,785006457.40,128,--
300114.SZ,中航电测,40.35,-0.59,7.04,41586809.00,1881803107.25,165,--
000792.SZ,盐湖股份,14.68,-0.34,7.03,382014737.00,6666157160.65,394,--
688007.SH,光峰科技,12.14,-4.11,7.01,32611514.00,525045375.40,114,--
300725.SZ,药石科技,24.95,-0.60,7.00,11795782.00,315773084.14,70,--
300315.SZ,掌趣科技,4.04,-1.22,6.99,181391796.00,756403789.32,84,--
688311.SH,盟升电子,17.24,-2.21,6.99,11204817.00,229586700.33,79,--
000550.SZ,江铃汽车,20.89,0.77,6.99,36247802.00,786939781.42,290,--
600109.SH,国金证券,7.07,0.00,6.99,223640778.00,1688487873.90,164,--
688198.SH,佰仁医疗,97.07,1.04,6.98,9539352.00,968148834.48,60,--
603269.SH,海鸥股份,7.09,-1.39,6.98,15387118.00,151101498.76,45,--
003019.SZ,宸展光电,22.24,0.54,6.98,11980889.00,303475918.37,160,--
688131.SH,皓元医药,24.75,-1.39,6.97,14288865.00,273345987.45,76,--
688329.SH,艾隆科技,11.86,-2.47,6.97,3775092.00,56097867.12,43,--
688737.SH,中自科技,11.85,-2.55,6.97,4958603.00,80329368.60,45,--
002170.SZ,芭田股份,5.77,-1.03,6.96,49416313.00,296992041.13,53,--
002865.SZ,钧达股份,35.79,-2.85,6.95,15595908.00,598570949.04,143,--
601099.SH,太平洋,3.19,0.00,6.95,473377480.00,1443801314.00,46,--
601225.SH,陕西煤业,23.25,4.40,6.94,673141907.00,17346866943.39,"1,024",--
002876.SZ,三利谱,18.13,-0.82,6.94,10339967.00,249400028.16,93,--
300718.SZ,长盛轴承,13.07,-1.95,6.93,13434668.00,185667125.58,63,--
000852.SZ,石化机械,5.18,-0.58,6.92,65103653.00,348955580.08,57,--
603722.SH,阿科力,33.72,0.72,6.91,6079824.00,275112036.00,49,--
688170.SH,德龙激光,19.11,-3.04,6.91,5502318.00,121161042.36,33,--
601500.SH,通用股份,4.36,0.00,6.91,108309014.00,578370134.76,180,--
603701.SH,德宏股份,11.29,1.17,6.90,18024322.00,190697326.76,19,--
601888.SH,中国中免,53.76,-1.97,6.88,134324145.00,8393915821.05,507,--
600918.SH,中泰证券,5.48,-0.55,6.88,273302410.00,1549624664.70,146,--
600703.SH,三安光电,9.54,-2.05,6.86,342381868.00,4012715492.96,153,--
688410.SH,山外山,7.82,-2.01,6.86,10649922.00,226259009.86,63,--
688448.SH,磁谷科技,15.42,1.05,6.85,3196703.00,60353752.64,47,--
603096.SH,新经典,14.63,-1.61,6.83,11093243.00,187475806.70,89,--
603915.SH,国茂股份,7.90,1.41,6.82,44814189.00,461138004.81,144,--
300296.SZ,利亚德,3.87,-1.28,6.82,142596652.00,641684934.00,185,--
688315.SH,诺禾致源,9.15,-3.18,6.82,28367410.00,309772117.20,92,--
688690.SH,纳微科技,13.67,-0.94,6.81,27520251.00,478026759.87,114,--
601108.SH,财通证券,6.50,1.25,6.80,315904620.00,2088129538.20,246,--
603566.SH,普莱柯,10.95,-1.53,6.80,23537948.00,319645333.84,70,--
600519.SH,贵州茅台,1266.90,-2.86,6.80,85446155.00,125382833385.45,"1,896",--
000061.SZ,农产品,5.37,1.71,6.79,115267844.00,560201721.84,75,--
300596.SZ,利安隆,22.51,-0.84,6.79,14560648.00,395030380.24,117,--
832469.BJ,富恒新材,5.85,-1.18,6.79,5139545.00,41784500.85,9,--
600196.SH,复星医药,22.28,0.27,6.77,143445991.00,3175894240.74,245,--
000819.SZ,岳阳兴长,15.18,-0.13,6.77,20247634.00,361825219.58,17,--
603508.SH,思维列控,17.02,0.00,6.76,25776903.00,483316931.25,149,--
601577.SH,长沙银行,6.64,0.45,6.72,270137331.00,2209723367.58,301,--
000625.SZ,长安汽车,11.64,-0.09,6.71,550769516.00,7396834599.88,541,--
600460.SH,士兰微,17.49,0.23,6.70,111434404.00,1951216414.04,185,--
688045.SH,必易微,21.32,-1.34,6.70,2471316.00,74312472.12,33,--
301312.SZ,智立方,35.00,-1.33,6.68,1725746.00,66372191.16,16,--
002690.SZ,美亚光电,12.35,0.00,6.68,28903781.00,476912386.50,157,--
601989.SH,中国重工,4.98,--,6.68,1523857954.00,7512619713.22,554,--
002001.SZ,新和成,19.08,2.31,6.68,203986250.00,3916536000.00,639,--
002294.SZ,信立泰,32.56,0.62,6.66,74283948.00,1978181535.24,229,--
601137.SH,博威合金,13.63,0.67,6.65,51852886.00,790237982.64,182,--
301018.SZ,申菱环境,18.12,-0.82,6.65,7534448.00,146469669.12,80,--
688160.SH,步科股份,31.92,0.38,6.65,5586408.00,223400455.92,54,--
834062.BJ,科润智控,4.54,-0.44,6.64,8593522.00,45545666.60,11,--
000938.SZ,紫光股份,18.38,-0.22,6.63,189757120.00,4241071632.00,386,--
688258.SH,卓易信息,21.92,0.64,6.62,5758677.00,192339811.80,37,--
600036.SH,招商银行,31.11,1.67,6.62,1365480596.00,46685781577.24,"1,099",--
000429.SZ,粤高速A,11.12,-1.77,6.60,86015806.00,895424540.46,237,--
601877.SH,正泰电器,18.64,0.05,6.59,141692336.00,2700655924.16,422,--
603568.SH,伟明环保,17.70,-0.45,6.57,111293905.00,2290428564.90,286,--
603661.SH,恒林股份,30.61,-0.71,6.57,9131767.00,385451885.07,91,--
601668.SH,中国建筑,4.80,0.63,6.56,2711636916.00,14398792023.96,872,--
601083.SH,锦江航运,8.26,-1.43,6.56,12727748.00,121677280.44,288,--
000529.SZ,广弘控股,4.87,-0.61,6.55,37309835.00,219381829.80,70,--
600989.SH,宝丰能源,14.63,1.25,6.52,478067528.00,8284910260.24,666,--
688269.SH,凯立新材,21.17,-1.08,6.52,8516683.00,217601250.65,59,--
002430.SZ,杭氧股份,16.91,1.44,6.51,63229711.00,1406861069.75,274,--
688322.SH,奥比中光,22.14,0.77,6.50,16599034.00,443360198.14,91,--
301029.SZ,怡合达,17.48,2.76,6.49,19350303.00,380426956.98,163,--
600096.SH,云天化,18.63,0.27,6.48,118852176.00,2308109257.92,439,--
002153.SZ,石基信息,5.56,-1.94,6.47,103542198.00,593296794.54,191,--
688362.SH,甬矽电子,16.50,-1.26,6.46,17847027.00,347303145.42,99,--
002896.SZ,中大力德,25.01,0.52,6.46,9765989.00,272471093.10,55,--
603062.SH,麦加芯彩,27.66,-1.21,6.45,1742046.00,57853347.66,208,--
838971.BJ,天马新材,7.95,-1.85,6.45,5465942.00,50833260.60,10,--
002797.SZ,第一创业,5.29,0.19,6.45,266692884.00,1357466779.56,149,--
603305.SH,旭升集团,8.43,-0.24,6.44,60143855.00,635119108.80,136,--
600795.SH,国电电力,4.87,0.41,6.44,1148416632.00,6879015625.68,611,--
601636.SH,旗滨集团,4.70,0.21,6.44,172715125.00,1114012556.25,366,--
600502.SH,安徽建工,4.09,1.74,6.43,110433788.00,474865288.40,160,--
600867.SH,通化东宝,7.13,-1.11,6.42,127231618.00,1064928642.66,193,--
300458.SZ,全志科技,20.47,0.29,6.41,33184875.00,780176411.25,154,--
300113.SZ,顺网科技,10.02,-1.96,6.41,33893276.00,347067146.24,127,--
301193.SZ,家联科技,13.18,-0.68,6.40,6161759.00,98341673.64,78,--
002970.SZ,锐明技术,32.54,-0.49,6.40,7157292.00,257877230.76,106,--
603167.SH,渤海轮渡,7.01,-0.57,6.40,30020481.00,245267329.77,51,--
300592.SZ,华凯易佰,10.53,-3.75,6.40,12924122.00,147722714.46,57,--
002705.SZ,新宝股份,12.68,1.77,6.39,52050763.00,732354235.41,229,--
836720.BJ,吉冈精密,7.68,1.05,6.39,3169820.00,25009879.80,13,--
002734.SZ,利民股份,6.60,-2.22,6.38,20725362.00,142797744.18,15,--
300389.SZ,艾比森,8.77,-1.02,6.38,14853910.00,182406014.80,102,--
300682.SZ,朗新集团,8.60,-2.16,6.36,66887443.00,569212139.93,188,--
301383.SZ,天键股份,25.66,-1.76,6.35,4065338.00,106186628.56,96,--
605499.SH,东鹏饮料,226.32,0.99,6.35,25410759.00,5482371254.25,449,--
605189.SH,富春染织,11.14,-1.33,6.34,9501683.00,101287940.78,66,--
600583.SH,海油工程,4.86,-0.21,6.33,279910610.00,1654271705.10,303,--
601928.SH,凤凰传媒,11.44,-0.95,6.33,161010863.00,1764679058.48,300,--
603529.SH,爱玛科技,31.93,1.85,6.32,53251704.00,1455369070.32,320,--
600497.SH,驰宏锌锗,4.60,0.00,6.31,321491735.00,1716765864.90,321,--
301319.SZ,唯特偶,23.47,-0.64,6.31,2439380.00,73254581.40,85,--
688146.SH,中船特气,25.25,0.28,6.31,6154355.00,183707496.75,131,--
688633.SH,星球石墨,17.22,-1.99,6.30,9051729.00,169719918.75,25,--
601222.SH,林洋能源,7.06,0.28,6.29,129619848.00,812716446.96,172,--
688392.SH,骄成超声,29.50,-1.99,6.27,4305360.00,182719478.40,61,--
603317.SH,天味食品,8.62,0.70,6.27,66676037.00,760773582.17,211,--
600388.SH,龙净环保,10.56,2.62,6.26,67664463.00,785584415.43,68,--
300133.SZ,华策影视,4.88,-2.01,6.26,101876928.00,625524337.92,113,--
605369.SH,拱东医疗,29.11,-2.74,6.26,7033397.00,280632540.30,96,--
688707.SH,振华新材,7.93,-3.53,6.26,17714061.00,172534918.25,73,--
600909.SH,华安证券,4.32,-0.69,6.24,293036596.00,1233684069.16,190,--
000997.SZ,新大陆,12.21,1.50,6.24,64028047.00,890630133.77,284,--
688325.SH,赛微微电,30.18,-0.66,6.23,2386197.00,74854999.89,47,--
688327.SH,云从科技,7.40,-1.86,6.23,46815297.00,529481009.07,64,--
600380.SH,健康元,9.54,0.11,6.21,116468881.00,1300957400.77,315,--
688249.SH,晶合集成,13.58,-0.95,6.19,72848606.00,1068689050.02,146,--
300571.SZ,平治信息,18.69,-2.10,6.16,7123382.00,149163619.08,37,--
603067.SH,振华股份,10.16,0.79,6.15,31134959.00,363033621.94,131,--
600572.SH,康恩贝,3.97,-0.25,6.13,157067755.00,702092864.85,212,--
688150.SH,莱特光电,15.58,-0.57,6.12,10939786.00,212231848.40,143,--
002968.SZ,新大正,8.61,1.65,6.11,13037555.00,116164615.05,38,--
600177.SH,雅戈尔,6.60,-0.15,6.11,282663575.00,2012564654.00,303,--
300908.SZ,仲景食品,22.00,-0.32,6.11,7547056.00,209657215.68,84,--
601901.SH,方正证券,6.83,-0.29,6.09,501656819.00,3877807210.87,185,--
600900.SH,长江电力,28.32,0.07,6.09,1463116963.00,42313342569.96,"1,302",--
603725.SH,天安新材,5.42,-1.46,6.08,17439812.00,108301232.52,57,--
601162.SH,天风证券,2.87,-3.37,6.08,527099039.00,1149075905.02,111,--
688320.SH,禾川科技,21.80,5.57,6.08,6421586.00,157585720.44,60,--
300777.SZ,中简科技,20.85,1.66,6.08,25753030.00,553690145.00,71,--
600436.SH,片仔癀,193.50,-3.27,6.06,36569065.00,7576013196.05,344,--
601919.SH,中远海控,12.30,3.19,6.06,772811174.00,11970845100.75,671,--
603773.SH,沃格光电,16.20,-3.23,6.05,12297881.00,253951242.65,26,--
002468.SZ,申通快递,10.13,-0.59,6.05,90242639.00,758038167.60,154,--
600863.SH,内蒙华电,4.14,1.97,6.05,394613410.00,1831006222.40,274,--
688567.SH,孚能科技,8.82,-0.56,6.04,73817938.00,708652204.80,166,--
601328.SH,交通银行,6.55,1.08,6.04,2370431541.00,17707123611.27,622,--
002446.SZ,盛路通信,5.23,-2.24,6.04,51103774.00,288736328.75,88,--
839167.BJ,同享科技,13.80,-1.29,6.03,3939001.00,61054515.50,17,--
002458.SZ,益生股份,7.58,-2.82,6.03,45140278.00,390914807.48,61,--
000801.SZ,四川九洲,8.06,0.00,6.02,61618320.00,616183200.00,103,--
601100.SH,恒立液压,52.57,0.90,6.01,80617463.00,3755161426.54,488,--
002674.SZ,兴业科技,7.80,-1.02,6.01,17362365.00,177443370.30,77,--
600406.SH,国电南瑞,26.07,0.89,6.01,479763691.00,11974901727.36,762,--
001201.SZ,东瑞股份,13.67,-3.12,6.00,9367901.00,173680884.54,36,--
600050.SH,中国联通,4.48,0.22,6.00,1857764813.00,8731494621.10,611,--
688066.SH,航天宏图,12.02,-0.08,5.99,15663381.00,278808181.80,85,--
688323.SH,瑞华泰,9.15,-2.66,5.97,10752509.00,108277765.63,35,--
002624.SZ,完美世界,7.26,-0.68,5.97,109025645.00,828594902.00,158,--
603496.SH,恒为科技,19.11,-1.04,5.96,19092554.00,466812945.30,90,--
688733.SH,壹石通,13.46,0.82,5.96,8573910.00,128179954.50,62,--
600480.SH,凌云股份,7.56,0.80,5.96,54624162.00,536955512.46,203,--
300119.SZ,瑞普生物,11.40,-1.13,5.96,19953479.00,271766383.98,113,--
000581.SZ,威孚高科,16.24,2.40,5.95,49051974.00,798566136.72,182,--
000776.SZ,广发证券,12.29,-0.49,5.95,352324691.00,4287791489.47,303,--
301260.SZ,格力博,11.68,-0.93,5.95,12632084.00,172048984.08,106,--
301328.SZ,维峰电子,29.88,-0.63,5.95,2030842.00,74958378.22,65,--
603278.SH,大业股份,5.10,0.00,5.94,20311032.00,126131508.72,46,--
688670.SH,金迪克,9.55,-2.45,5.94,2620473.00,30869171.94,24,--
002039.SZ,黔源电力,14.59,-1.42,5.93,25349715.00,446154984.00,128,--
688601.SH,力芯微,31.71,1.15,5.91,7906734.00,345445208.46,129,--
000408.SZ,藏格矿业,24.11,3.03,5.91,93437071.00,2249030298.97,358,--
301266.SZ,宇邦新材,27.30,-2.71,5.90,2212572.00,67793206.08,40,--
301339.SZ,通行宝,16.89,-1.69,5.89,7074785.00,140717473.65,71,--
002773.SZ,康弘药业,16.80,-1.47,5.88,40263570.00,871706290.50,233,--
688551.SH,科威尔,23.59,-1.95,5.87,4922480.00,155058120.00,94,--
600732.SH,爱旭股份,7.39,-3.15,5.87,93796249.00,848856053.45,175,--
601038.SH,一拖股份,16.54,1.66,5.87,42953252.00,679090914.12,176,--
601669.SH,中国电建,4.40,0.23,5.87,766986741.00,4287455887.78,354,--
600316.SH,洪都航空,20.74,-0.29,5.86,41988171.00,698263283.73,130,--
688657.SH,浩辰软件,27.95,-0.36,5.86,862831.00,31890270.72,152,--
301371.SZ,敷尔佳,27.80,1.83,5.85,2345932.00,72864647.92,118,--
600029.SH,南方航空,5.27,-2.59,5.85,741599367.00,4368020271.63,300,--
688121.SH,卓然股份,9.18,0.00,5.85,8276896.00,99488289.92,54,--
000913.SZ,钱江摩托,16.71,1.95,5.84,26716057.00,421045058.32,166,--
688682.SH,霍莱沃,24.89,-1.54,5.83,4238980.00,124371673.20,39,--
688209.SH,英集芯,10.12,-0.98,5.82,17149189.00,212821435.49,75,--
873593.BJ,鼎智科技,13.60,-2.86,5.82,3307208.00,62142438.32,20,--
601198.SH,东兴证券,8.08,0.12,5.81,187645735.00,1493660050.60,227,--
600999.SH,招商证券,15.03,0.33,5.80,430852864.00,5993163338.24,307,--
600332.SH,白云山,24.69,0.33,5.80,81582935.00,2392827483.55,333,--
001218.SZ,丽臣实业,12.83,-1.99,5.78,4283970.00,64131030.90,47,--
002540.SZ,亚太科技,4.75,0.00,5.76,49740137.00,263125324.73,154,--
688172.SH,燕东微,12.12,-0.66,5.76,26473933.00,428348235.94,113,--
601166.SH,兴业银行,16.07,0.63,5.76,1196693965.00,21085747663.30,767,--
300138.SZ,晨光生物,7.08,-3.54,5.75,25768225.00,217226136.75,64,--
688799.SH,华纳药厂,38.20,1.43,5.75,3245606.00,137711062.58,67,--
001311.SZ,多利科技,19.47,-1.37,5.74,3481162.00,84174497.16,125,--
002030.SZ,达安基因,5.02,-0.40,5.72,80314611.00,401573055.00,82,--
300729.SZ,乐歌股份,13.88,3.51,5.72,16836355.00,260795138.95,66,--
601169.SH,北京银行,4.91,0.20,5.72,1208507086.00,7057681382.24,483,--
