股票代码,股票简称,现价(元),涨跌幅(%),"基金持股比例(%)2024.06.30",基金持股数量(股)2024.06.30,基金持股市值(元)2024.06.30,基金持股家数(家)2024.06.30,基金持股选股明细
002367.SZ,康力电梯,5.26,-0.38,3.04,15972094.00,92158982.38,49,--
600216.SH,浙江医药,15.16,1.47,3.03,29177806.00,320372309.88,93,--
301056.SZ,森赫股份,6.09,-1.77,3.03,2021308.00,15503432.36,54,--
000401.SZ,冀东水泥,4.28,0.94,3.03,46849646.00,190209562.76,91,--
001313.SZ,粤海饲料,6.20,-2.21,3.03,6601876.00,49646115.04,33,--
000636.SZ,风华高科,12.81,-0.85,3.02,34988335.00,456947655.10,150,--
301205.SZ,联特科技,51.86,-6.46,3.01,2047863.00,128503466.00,75,--
001236.SZ,弘业期货,9.87,10.03,3.01,9830114.00,69792910.01,61,--
600623.SH,华谊集团,5.58,0.36,3.01,56002616.00,323695120.48,149,--
301316.SZ,慧博云通,14.01,-0.29,3.01,7304739.00,107233568.52,143,--
601236.SH,红塔证券,6.69,-0.15,3.00,141445700.00,908081394.00,131,--
002396.SZ,星网锐捷,13.59,-0.37,3.00,17487606.00,231011275.26,105,--
300456.SZ,赛微电子,14.52,4.01,2.99,17761273.00,281871402.51,88,--
600200.SH,江苏吴中,8.19,0.12,2.99,21271858.00,190595847.68,45,--
688118.SH,普元信息,11.42,-2.89,2.99,2811334.00,40567549.62,31,--
000825.SZ,太钢不锈,2.92,-0.68,2.99,170389251.00,575915668.38,167,--
300345.SZ,华民股份,6.01,-0.99,2.99,13230714.00,81104276.82,11,--
000831.SZ,中国稀土,22.08,0.78,2.98,31631619.00,801861567.00,131,--
600548.SH,深高速,9.91,0.71,2.98,42668227.00,453563253.01,88,--
300323.SZ,华灿光电,3.99,-0.75,2.97,22353859.00,97239286.65,93,--
000883.SZ,湖北能源,4.54,0.22,2.97,192617121.00,1157628897.21,343,--
688591.SH,泰凌微,15.58,-0.26,2.97,1648956.00,32237089.80,113,--
002835.SZ,同为股份,12.79,-0.62,2.97,3778100.00,63812109.00,60,--
600740.SH,山西焦化,3.42,-0.29,2.96,75865008.00,297390831.36,59,--
600662.SH,外服控股,3.88,-6.73,2.96,31181934.00,125039555.34,110,--
605056.SH,咸亨国际,9.46,0.85,2.96,4732866.00,51020295.48,32,--
600877.SH,电科芯片,9.97,-1.68,2.95,27238305.00,291994640.32,63,--
688535.SH,华海诚科,48.17,0.92,2.95,1261543.00,86440926.36,103,--
605099.SH,共创草坪,18.97,3.95,2.95,11789441.00,222938329.31,64,--
002171.SZ,楚江新材,5.40,1.12,2.95,38107641.00,251129354.19,112,--
601952.SH,苏垦农发,9.29,-2.31,2.94,40561167.00,365861726.34,116,--
834021.BJ,流金科技,2.82,-1.05,2.94,6711640.00,21477248.00,11,--
601360.SH,三六零,6.81,-0.15,2.94,210036899.00,1613083384.32,177,--
301387.SZ,光大同创,25.83,-4.69,2.93,779230.00,26104205.00,29,--
688039.SH,当虹科技,19.20,-4.90,2.93,3274185.00,84441231.15,24,--
300428.SZ,立中集团,13.61,-0.51,2.92,15630171.00,290564878.89,186,--
601818.SH,光大银行,3.05,0.33,2.92,1354608695.00,4294109563.15,369,--
300229.SZ,拓尔思,11.16,-1.24,2.92,23195459.00,311515014.37,113,--
688176.SH,亚虹医药,5.05,-1.17,2.91,10825601.00,55318821.11,59,--
603158.SH,腾龙股份,6.45,-0.77,2.91,14303542.00,100696935.68,98,--
601139.SH,深圳燃气,6.26,-0.32,2.91,83682700.00,559000436.00,180,--
000501.SZ,武商集团,6.90,-0.72,2.91,22341613.00,149018558.71,39,--
000703.SZ,恒逸石化,5.46,-0.73,2.91,105993209.00,751491851.81,245,--
832089.BJ,禾昌聚合,8.42,-0.59,2.91,2716826.00,23337535.34,11,--
300212.SZ,易华录,14.29,-1.31,2.90,20268177.00,341113418.91,146,--
600163.SH,中闽能源,4.24,-0.24,2.90,55244715.00,266279526.30,97,--
300349.SZ,金卡智能,10.22,0.59,2.90,10811567.00,128873878.64,94,--
603533.SH,掌阅科技,15.29,-1.10,2.90,12722059.00,237520841.53,67,--
300475.SZ,香农芯创,23.82,-0.58,2.89,12743900.00,376837123.00,96,--
002264.SZ,新华都,4.32,-1.37,2.89,18931300.00,96738943.00,82,--
300842.SZ,帝科股份,31.83,-3.40,2.89,3609581.00,140051781.60,139,--
688292.SH,浩瀚深度,12.50,-1.96,2.89,2540765.00,39280226.90,66,--
301109.SZ,军信股份,13.68,-1.80,2.88,2844134.00,42519803.30,65,--
688013.SH,天臣医疗,14.28,-3.06,2.88,2336330.00,34671137.20,24,--
833575.BJ,康乐卫士,16.02,-1.36,2.87,6335035.00,131642027.30,17,--
000503.SZ,国新健康,6.84,-1.87,2.85,27266053.00,181864573.51,70,--
688091.SH,上海谊众,26.37,-0.98,2.85,4302911.00,97202759.49,54,--
000065.SZ,北方国际,8.20,0.00,2.85,25784723.00,267387577.51,107,--
000156.SZ,华数传媒,6.05,-1.47,2.85,46234104.00,290350173.12,130,--
002701.SZ,奥瑞金,4.18,-0.95,2.84,73070036.00,303971349.76,137,--
600848.SH,上海临港,8.64,0.47,2.84,68004630.00,619522179.30,149,--
301222.SZ,浙江恒威,19.80,-0.95,2.84,831649.00,20591629.24,37,--
000560.SZ,我爱我家,2.70,10.20,2.83,63822680.00,141686349.60,46,--
301565.SZ,中仑新材,16.54,-1.84,2.83,1599824.00,39276402.65,295,--
300188.SZ,国投智能,10.25,-0.58,2.83,22120315.00,245756699.65,106,--
002026.SZ,山东威达,7.40,-1.73,2.83,12102922.00,100454252.60,97,--
835305.BJ,云创数据,8.90,-2.20,2.82,2288988.00,24949969.20,13,--
600550.SH,保变电气,9.19,7.99,2.82,51966842.00,270747246.82,57,--
600391.SH,航发科技,14.71,1.24,2.82,9315840.00,142066560.00,73,--
600528.SH,中铁工业,6.69,0.45,2.82,62642524.00,458543275.68,144,--
603105.SH,芯能科技,7.12,-0.84,2.82,14098621.00,124067864.80,44,--
300441.SZ,鲍斯股份,6.09,0.33,2.82,17676894.00,104823981.42,109,--
002917.SZ,金奥博,7.53,0.40,2.82,7344500.00,65219160.00,30,--
871753.BJ,天纺标,26.85,-0.11,2.81,885064.00,21896483.36,11,--
688077.SH,大地熊,13.62,-0.95,2.81,3197684.00,50619337.72,48,--
001211.SZ,双枪科技,13.91,-2.45,2.81,1060469.00,16161547.56,19,--
688586.SH,江航装备,7.50,0.40,2.80,22189132.00,206358927.60,123,--
600059.SH,古越龙山,7.52,-0.53,2.80,25553619.00,202895734.86,41,--
688068.SH,热景生物,23.02,-2.54,2.80,2592740.00,66970500.03,30,--
300339.SZ,润和软件,20.43,1.74,2.80,21782148.00,450236999.16,76,--
600892.SH,大晟文化,3.95,-1.00,2.80,15663699.00,63281348.00,11,--
300790.SZ,宇瞳光学,12.01,-1.80,2.80,6938837.00,93674313.00,83,--
300364.SZ,中文在线,16.14,-2.36,2.80,18491893.00,399055050.94,75,--
301503.SZ,智迪科技,25.33,-1.82,2.79,558900.00,18566658.00,3,--
001227.SZ,兰州银行,2.12,0.47,2.79,77293648.00,183958882.24,99,--
600507.SH,方大特钢,3.56,-1.93,2.79,64508736.00,241262672.64,74,--
300445.SZ,康斯特,13.15,-0.83,2.79,3961459.00,63779489.90,44,--
000869.SZ,张裕A,19.67,-0.41,2.79,12637331.00,269807038.20,63,--
300236.SZ,上海新阳,28.50,0.71,2.79,7757849.00,241579417.86,58,--
301071.SZ,力量钻石,21.86,-2.41,2.78,3632197.00,100648178.87,82,--
605488.SH,福莱新材,10.80,-3.74,2.78,5162096.00,67107248.00,37,--
603916.SH,苏博特,6.44,0.31,2.77,11641072.00,78111599.83,45,--
002870.SZ,香山股份,28.39,1.72,2.77,2880370.00,85921437.10,39,--
603108.SH,润达医疗,13.73,0.15,2.77,16565464.00,250801124.96,86,--
300602.SZ,飞荣达,13.78,-1.08,2.76,10825057.00,163566611.27,74,--
300043.SZ,星辉娱乐,2.36,-0.84,2.76,34278154.00,78154191.12,9,--
000789.SZ,万年青,4.19,-1.18,2.76,21978514.00,99782453.56,45,--
001366.SZ,播恩集团,9.88,-1.40,2.75,1533238.00,17018941.80,49,--
000795.SZ,英洛华,5.15,-0.96,2.75,31184449.00,172761847.46,119,--
002607.SZ,中公教育,1.82,-1.09,2.75,138236317.00,211141091.74,98,--
603103.SH,横店影视,9.81,-1.31,2.75,17427740.00,241199921.60,126,--
603132.SH,金徽股份,10.49,-0.57,2.75,4385012.00,60337765.12,78,--
603171.SH,税友股份,22.50,-0.71,2.74,11140879.00,301249368.16,105,--
600210.SH,紫江企业,4.87,-0.82,2.74,41522167.00,220897928.44,122,--
002545.SZ,东方铁塔,5.73,0.00,2.74,30919145.00,210559377.45,128,--
002338.SZ,奥普光电,26.71,10.01,2.73,6563010.00,216710590.20,43,--
300432.SZ,富临精工,6.44,-2.57,2.73,32946909.00,212178093.96,105,--
002661.SZ,克明食品,7.86,-2.60,2.73,8822489.00,65903992.83,43,--
002066.SZ,瑞泰科技,8.54,10.05,2.73,6307470.00,50144386.50,46,--
300246.SZ,宝莱特,6.02,-2.11,2.73,5764700.00,34876435.00,25,--
600118.SH,中国卫星,20.22,-0.10,2.73,32248770.00,716890157.10,97,--
601618.SH,中国中冶,2.60,1.17,2.72,486228380.00,1507307978.00,199,--
000623.SZ,吉林敖东,12.73,-0.08,2.72,32350275.00,433493685.00,109,--
688523.SH,航天环宇,15.60,0.39,2.71,2310419.00,39854727.75,81,--
300275.SZ,梅安森,10.49,-0.85,2.71,6897061.00,68763698.17,22,--
601020.SH,华钰矿业,10.25,-1.16,2.71,22185372.00,283972761.60,62,--
600649.SH,城投控股,3.16,1.94,2.70,68398888.00,227084308.16,73,--
688367.SH,工大高科,11.14,-1.59,2.70,2360274.00,28795342.80,25,--
300684.SZ,中石科技,14.35,-1.58,2.69,5405948.00,93739138.32,58,--
000539.SZ,粤电力A,4.17,0.24,2.69,68711194.00,349052865.52,101,--
600271.SH,航天信息,8.17,0.37,2.69,49861845.00,366983179.20,143,--
603650.SH,彤程新材,25.78,2.30,2.69,15955660.00,471489753.00,123,--
831195.BJ,三祥科技,6.66,-0.15,2.68,1052421.00,7840536.45,2,--
002053.SZ,云南能投,9.87,-0.60,2.68,24700320.00,298626868.80,193,--
688371.SH,菲沃泰,9.31,-2.21,2.68,3316975.00,33302429.00,64,--
301305.SZ,朗坤环境,14.42,-1.23,2.68,3332754.00,50691188.34,115,--
688097.SH,博众精工,19.33,0.10,2.68,11832702.00,251799919.84,78,--
600663.SH,陆家嘴,7.97,-1.24,2.68,78482811.00,692218393.02,188,--
600063.SH,皖维高新,3.12,-0.32,2.67,51465114.00,181157204.80,50,--
688189.SH,南新制药,5.52,-3.50,2.67,7331568.00,41276727.84,34,--
300556.SZ,丝路视觉,15.55,-1.08,2.67,2741674.00,45868206.02,27,--
603288.SH,海天味业,36.14,0.81,2.67,148220765.00,5109169769.55,299,--
601678.SH,滨化股份,3.09,-0.64,2.66,54743066.00,190505869.68,54,--
000877.SZ,天山股份,4.32,-0.69,2.66,48447850.00,261618390.00,113,--
603165.SH,荣晟环保,9.55,-0.62,2.66,7401711.00,78606170.82,63,--
600095.SH,湘财股份,5.93,0.51,2.64,75573755.00,450419579.80,125,--
600166.SH,福田汽车,2.26,-0.88,2.64,173732380.00,390897855.00,110,--
603848.SH,好太太,11.50,0.26,2.64,10589305.00,133319349.95,37,--
002539.SZ,云图控股,6.91,-0.29,2.63,23269417.00,165910943.21,91,--
002518.SZ,科士达,15.75,-0.38,2.63,14857914.00,262985077.80,126,--
605122.SH,四方新材,8.68,-1.25,2.63,1541446.00,14982855.12,18,--
002283.SZ,天润工业,3.95,-0.50,2.62,26273449.00,112713100.50,106,--
600310.SH,广西能源,3.35,1.21,2.62,38449904.00,133805665.92,26,--
300623.SZ,捷捷微电,17.52,0.92,2.62,17558086.00,303754887.80,94,--
601860.SH,紫金银行,2.38,-0.83,2.62,92746960.00,231867402.50,83,--
301325.SZ,曼恩斯特,30.70,-1.89,2.62,1515927.00,64305623.34,88,--
001209.SZ,洪兴股份,11.52,-5.50,2.62,1055074.00,14560021.20,27,--
600000.SH,浦发银行,8.32,-0.36,2.62,767751774.00,6318597100.02,432,--
000563.SZ,陕国投A,2.78,0.36,2.61,133604861.00,367413367.75,156,--
600895.SH,张江高科,19.17,9.98,2.61,40452335.00,747559150.80,108,--
688418.SH,震有科技,14.15,-0.63,2.61,5055609.00,86602582.17,49,--
002864.SZ,盘龙药业,22.69,-1.48,2.61,1922958.00,49766153.04,54,--
601608.SH,中信重工,3.34,-0.30,2.60,112892446.00,430120219.26,150,--
600267.SH,海正药业,6.99,-1.13,2.59,30922145.00,217073464.92,60,--
601011.SH,宝泰隆,1.57,-1.88,2.59,49637902.00,79420643.20,28,--
603909.SH,建发合诚,6.83,-2.15,2.59,6740495.00,56080918.40,56,--
000050.SZ,深天马A,6.13,-3.92,2.58,61411114.00,447072909.92,180,--
600100.SH,同方股份,4.73,-1.66,2.58,76430494.00,389031214.46,73,--
301234.SZ,五洲医疗,20.97,-2.47,2.58,474187.00,10266148.55,16,--
603026.SH,石大胜华,26.11,-2.28,2.57,5208765.00,176056257.00,48,--
603086.SH,先达股份,3.63,-2.68,2.57,11152050.00,42377790.00,27,--
002038.SZ,双鹭药业,6.25,-1.11,2.56,21832501.00,160905532.37,51,--
300439.SZ,美康生物,8.70,-2.36,2.56,7477671.00,68495466.36,70,--
605168.SH,三人行,23.80,-3.21,2.55,5429790.00,142966370.70,75,--
603083.SH,剑桥科技,26.50,-3.11,2.55,6767326.00,218449283.28,42,--
300042.SZ,朗科科技,15.30,-3.04,2.55,5102011.00,103009602.09,21,--
601133.SH,柏诚股份,9.07,-0.98,2.54,3749125.00,40078146.25,84,--
688511.SH,天微电子,9.58,-3.82,2.53,1044306.00,22734541.62,25,--
002209.SZ,达意隆,7.57,0.00,2.53,3899000.00,29749370.00,25,--
600839.SH,四川长虹,4.75,0.64,2.53,116691253.00,523943725.97,125,--
000685.SZ,中山公用,7.22,0.56,2.53,31681858.00,228426196.18,70,--
300703.SZ,创源股份,7.14,-0.56,2.53,4286068.00,34631429.44,38,--
000777.SZ,中核科技,12.99,1.56,2.52,9675943.00,147848409.04,56,--
688175.SH,高凌信息,10.99,-3.77,2.52,1477110.00,21831700.58,14,--
600655.SH,豫园股份,4.97,-0.60,2.52,98010579.00,504754481.85,161,--
301110.SZ,青木科技,25.79,-1.57,2.52,1362215.00,40226208.95,37,--
002583.SZ,海能达,3.58,-1.65,2.51,32191649.00,131020011.43,105,--
688699.SH,明微电子,22.78,-1.98,2.51,2760221.00,87637016.75,28,--
600720.SH,中交设计,8.01,0.38,2.51,19442761.00,173040572.90,37,--
300348.SZ,长亮科技,7.53,-0.40,2.51,15673314.00,106892001.48,74,--
605136.SH,丽人丽妆,5.69,-1.73,2.50,9994902.00,55071910.02,34,--
300535.SZ,达威股份,10.96,-1.26,2.49,1905902.00,22489643.60,35,--
300886.SZ,华业香料,17.65,-0.62,2.49,1081724.00,17761908.08,33,--
301157.SZ,华塑科技,28.76,-1.44,2.48,512189.00,16697361.40,65,--
603212.SH,赛伍技术,9.47,-4.73,2.48,10831017.00,119574427.68,56,--
603690.SH,至纯科技,17.65,0.34,2.47,9541274.00,219544714.74,52,--
300990.SZ,同飞股份,28.43,20.01,2.47,1040345.00,29244097.95,28,--
300655.SZ,晶瑞电材,6.60,6.80,2.47,23437689.00,168751360.80,46,--
601800.SH,中国交建,7.18,0.70,2.47,289736237.00,2590241958.78,331,--
600959.SH,江苏有线,2.68,-1.83,2.47,123256659.00,325397579.76,121,--
300909.SZ,汇创达,17.64,-1.95,2.46,2814818.00,62883034.12,32,--
002925.SZ,盈趣科技,11.25,-1.58,2.46,18123144.00,229620234.48,118,--
688588.SH,凌志软件,6.87,-2.14,2.46,9838763.00,67395526.55,57,--
600397.SH,安源煤业,1.86,1.09,2.46,24339971.00,43811949.60,9,--
300143.SZ,盈康生命,7.17,-3.24,2.45,15760684.00,118677950.52,66,--
300653.SZ,正海生物,18.39,-1.50,2.45,4406070.00,89663524.50,38,--
688201.SH,信安世纪,6.08,-4.40,2.45,5018661.00,59270386.41,69,--
003033.SZ,征和工业,23.42,3.63,2.44,1966519.00,45564268.40,27,--
300005.SZ,探路者,4.89,-1.81,2.44,21544800.00,107939448.00,111,--
601808.SH,中海油服,13.39,1.67,2.44,72187470.00,1241624484.00,236,--
600496.SH,精工钢构,2.36,-0.42,2.43,48972488.00,125369569.28,42,--
000723.SZ,美锦能源,3.92,0.00,2.43,104484189.00,497344739.64,98,--
003025.SZ,思进智能,12.42,-1.27,2.43,4828550.00,59439450.50,64,--
301043.SZ,绿岛风,22.32,-1.85,2.42,435919.00,10405386.53,20,--
688496.SH,清越科技,6.35,-3.20,2.42,5655832.00,52259887.68,48,--
301526.SZ,国际复材,3.27,-1.21,2.42,14028916.00,46716290.28,514,--
600509.SH,天富能源,4.81,0.21,2.41,33284639.00,183398360.89,46,--
603859.SH,能科科技,13.64,-0.22,2.41,5927675.00,124599728.50,80,--
873122.BJ,中纺标,39.03,0.39,2.41,501228.00,18535411.44,11,--
000766.SZ,通化金马,13.77,1.47,2.41,23282674.00,376946492.06,32,--
301000.SZ,肇民科技,11.80,2.08,2.40,5489430.00,78773320.50,45,--
688231.SH,隆达股份,11.24,-1.66,2.40,2943592.00,41975621.92,44,--
688028.SH,沃尔德,13.46,-1.75,2.40,3466685.00,56957634.55,77,--
000937.SZ,冀中能源,5.70,4.02,2.40,69636801.00,466566566.70,155,--
002913.SZ,奥士康,21.96,-2.92,2.39,6119156.00,164054572.36,72,--
603299.SH,苏盐井神,9.81,-0.10,2.39,18504957.00,175797091.50,152,--
601016.SH,节能风电,2.64,0.00,2.39,142592060.00,426350259.40,150,--
430425.BJ,乐创技术,8.88,-2.10,2.39,980732.00,10788052.00,1,--
300358.SZ,楚天科技,6.10,-1.14,2.39,13548101.00,100797878.88,34,--
603890.SH,春秋电子,8.06,-3.36,2.38,10461632.00,94782385.92,64,--
603182.SH,嘉华股份,10.11,-0.79,2.38,2216836.00,23321114.72,48,--
600827.SH,百联股份,7.30,0.55,2.38,38144386.00,281505568.68,114,--
301066.SZ,万事利,8.04,-1.47,2.38,1711738.00,13865077.80,43,--
001872.SZ,招商港口,19.58,6.59,2.37,41365635.00,796288473.75,255,--
301293.SZ,三博脑科,30.10,-2.21,2.37,3816150.00,143830693.50,100,--
000415.SZ,渤海租赁,2.14,1.91,2.37,127655526.00,325521591.30,81,--
603002.SH,宏昌电子,4.24,-0.70,2.37,26089148.00,122358104.12,21,--
301052.SZ,果麦文化,19.99,1.58,2.37,1756002.00,35998041.00,45,--
603515.SH,欧普照明,13.97,1.09,2.36,17406261.00,301824565.74,106,--
688003.SH,天准科技,29.12,0.07,2.35,4545166.00,148899638.16,48,--
601163.SH,三角轮胎,13.46,0.98,2.35,18790542.00,285992049.24,157,--
000949.SZ,新乡化纤,3.03,-1.94,2.34,32809735.00,109634271.44,72,--
002387.SZ,维信诺,5.92,-2.95,2.34,32346967.00,196669559.36,53,--
600346.SH,恒力石化,12.26,-1.61,2.33,164131227.00,2289630616.65,415,--
600602.SH,云赛智联,9.45,-0.84,2.33,25026107.00,276288221.28,114,--
688566.SH,吉贝尔,18.85,-0.95,2.33,4405314.00,99119565.00,88,--
301078.SZ,孩子王,5.26,1.74,2.33,15074867.00,76278827.02,88,--
603629.SH,利通电子,13.85,-1.35,2.33,5925440.00,109383622.40,107,--
688093.SH,世华科技,14.46,-2.30,2.32,5895337.00,107118273.29,77,--
300630.SZ,普利制药,7.47,-4.35,2.32,7847800.00,92411775.00,79,--
600238.SH,海南椰岛,6.70,-2.90,2.32,10315153.00,78704617.39,11,--
002885.SZ,京泉华,10.65,-1.39,2.32,5388629.00,58089420.62,29,--
600711.SH,ST盛屯,3.44,-1.43,2.32,72374616.00,265614840.72,79,--
603505.SH,金石资源,22.88,0.00,2.30,13937883.00,389285072.19,89,--
603238.SH,诺邦股份,8.98,-1.32,2.30,4086265.00,40699199.40,42,--
301489.SZ,思泉新材,56.56,-0.96,2.30,331181.00,23374754.98,189,--
603729.SH,龙韵股份,11.40,-1.55,2.30,2144900.00,28441374.00,19,--
835579.BJ,机科股份,11.33,-2.58,2.30,880000.00,11712800.00,1,--
600618.SH,氯碱化工,7.27,0.00,2.29,17203063.00,151042893.14,116,--
833819.BJ,颖泰生物,2.03,-1.93,2.29,27686674.00,81952555.04,18,--
000837.SZ,秦川机床,6.75,-0.15,2.28,17474207.00,128610163.52,77,--
301070.SZ,开勒股份,37.29,-0.72,2.28,854621.00,35988090.31,9,--
300672.SZ,国科微,42.42,-1.90,2.28,4790426.00,253126109.84,54,--
600223.SH,福瑞达,5.89,-0.51,2.28,23176735.00,163859516.45,90,--
600977.SH,中国电影,9.73,-0.51,2.28,42530900.00,457632484.00,118,--
603818.SH,曲美家居,2.07,-4.61,2.28,12961656.00,36163020.24,26,--
600116.SH,三峡水利,6.45,-0.77,2.28,43508080.00,300205752.00,67,--
688202.SH,美迪西,23.83,-0.67,2.27,2789938.00,72677884.90,58,--
872808.BJ,曙光数创,28.57,1.67,2.27,4425554.00,170959151.02,23,--
301515.SZ,港通医疗,15.47,-2.77,2.27,567651.00,10864840.14,114,--
430718.BJ,合肥高科,8.48,-1.17,2.27,553706.00,5282355.24,2,--
300583.SZ,赛托生物,13.15,-0.30,2.27,4224457.00,51327152.55,19,--
600986.SH,浙文互联,4.00,-0.74,2.27,29991761.00,125965396.20,46,--
603530.SH,神马电力,21.08,0.53,2.27,9720492.00,257495833.08,78,--
002004.SZ,华邦健康,4.03,0.25,2.27,42659943.00,162107783.40,118,--
600073.SH,光明肉业,5.89,-0.51,2.26,21206136.00,116845809.36,55,--
301297.SZ,富乐德,21.29,4.47,2.26,3129606.00,63562297.86,37,--
000059.SZ,华锦股份,3.63,-1.63,2.26,36141129.00,151431330.51,66,--
002203.SZ,海亮股份,8.10,2.92,2.26,43720343.00,348888337.14,136,--
600516.SH,方大炭素,3.82,-0.78,2.26,90927964.00,391899524.84,92,--
000950.SZ,重药控股,4.68,-2.30,2.26,39018884.00,190021965.08,72,--
601238.SH,广汽集团,7.13,-0.28,2.25,165995492.00,1284805108.08,190,--
688203.SH,海正生材,7.84,-2.12,2.25,2597498.00,22078733.00,41,--
600449.SH,宁夏建材,9.86,-2.57,2.25,10760968.00,126441374.00,73,--
300586.SZ,美联新材,6.05,0.67,2.24,11991452.00,75426239.37,18,--
002282.SZ,博深股份,5.78,-1.70,2.24,11258643.00,71942728.77,96,--
603214.SH,爱婴室,10.51,0.29,2.24,3103960.00,35043708.40,46,--
000628.SZ,高新发展,38.70,-3.03,2.24,4297236.00,190668361.32,37,--
301159.SZ,三维天地,25.39,-0.70,2.24,697901.00,18613019.67,23,--
000048.SZ,京基智农,13.04,0.39,2.23,11685822.00,159978903.18,39,--
601107.SH,四川成渝,4.48,0.00,2.23,48261512.00,253372938.00,84,--
002401.SZ,中远海科,12.95,1.25,2.23,8241362.00,123125948.28,48,--
001696.SZ,宗申动力,11.73,2.63,2.22,19827189.00,210961290.96,47,--
002393.SZ,力生制药,14.36,0.42,2.22,5680651.00,89811092.31,44,--
000970.SZ,中科三环,7.90,-1.00,2.22,27024251.00,206735520.15,58,--
301026.SZ,浩通科技,24.23,-0.21,2.22,1264884.00,29041736.64,35,--
301509.SZ,金凯生科,24.82,-1.39,2.22,667650.00,24289107.00,74,--
002903.SZ,宇环数控,14.04,-1.27,2.22,2277172.00,39782194.84,36,--
002606.SZ,大连电瓷,8.80,5.77,2.22,9335348.00,70108463.48,44,--
600882.SH,妙可蓝多,11.78,-1.01,2.21,11330347.00,141289427.09,79,--
603328.SH,依顿电子,7.42,-2.88,2.21,22028862.00,173146855.32,131,--
002900.SZ,哈三联,7.94,-1.00,2.20,3766200.00,34573716.00,15,--
688659.SH,元琛科技,5.15,-2.09,2.20,3516030.00,21096180.00,24,--
301053.SZ,远信工业,17.22,-1.82,2.20,506978.00,10119300.84,37,--
601579.SH,会稽山,8.83,-0.79,2.20,10529197.00,107818977.28,58,--
002254.SZ,泰和新材,7.95,-0.13,2.20,17824797.00,157749453.45,56,--
301113.SZ,雅艺科技,18.21,-1.94,2.19,404968.00,8054833.41,18,--
301075.SZ,多瑞医药,16.20,-2.00,2.19,600800.00,9552720.00,17,--
837023.BJ,芭薇股份,8.53,-6.67,2.19,715691.00,7443186.40,2,--
601658.SH,邮储银行,4.65,1.75,2.19,1471093739.00,7458445256.73,609,--
301273.SZ,瑞晨环保,13.73,-1.72,2.19,758419.00,11808583.83,60,--
002961.SZ,瑞达期货,11.31,4.24,2.19,9737438.00,106624946.10,112,--
001213.SZ,中铁特货,3.69,-0.27,2.19,22831347.00,90183820.65,88,--
300902.SZ,国安达,15.12,-1.18,2.19,2685582.00,53362534.21,22,--
000619.SZ,海螺新材,3.85,-1.79,2.18,7864979.00,31774515.16,20,--
002660.SZ,茂硕电源,6.95,-0.57,2.18,5597165.00,41530964.30,24,--
600835.SH,上海机电,10.69,1.14,2.18,17554563.00,202053020.13,90,--
000610.SZ,西安旅游,11.15,-0.09,2.18,5124000.00,65433480.00,7,--
688584.SH,上海合晶,12.72,-1.24,2.17,1137041.00,18667496.52,115,--
688011.SH,新光光电,11.36,-1.22,2.17,2174373.00,32941750.95,32,--
300771.SZ,智莱科技,8.17,-1.45,2.17,3938190.00,34616690.10,34,--
603373.SH,安邦护卫,24.60,-1.56,2.17,586626.00,16126348.74,612,--
301376.SZ,致欧科技,16.36,-1.51,2.17,2768941.00,58618480.97,99,--
300314.SZ,戴维医疗,9.31,-4.12,2.17,4102300.00,42417782.00,43,--
603013.SH,亚普股份,12.88,0.00,2.17,11098035.00,149490531.45,98,--
603192.SH,汇得科技,12.85,-1.61,2.16,3001493.00,40310050.99,41,--
600884.SH,杉杉股份,6.95,-0.57,2.16,38027631.00,308784363.72,113,--
300611.SZ,美力科技,7.98,-0.62,2.16,3208014.00,24445074.30,49,--
688102.SH,斯瑞新材,6.86,-0.72,2.16,6958960.00,79471323.20,52,--
830879.BJ,基康仪器,8.04,-1.71,2.16,1119748.00,9036366.36,2,--
002534.SZ,西子洁能,9.04,-1.20,2.15,15747521.00,157632685.21,142,--
600158.SH,中体产业,6.56,-0.30,2.15,20661601.00,158887719.38,78,--
301510.SZ,固高科技,19.34,-0.62,2.15,789579.00,21910817.25,106,--
001203.SZ,大中矿业,7.24,-0.82,2.14,26329746.00,253028859.06,111,--
603093.SH,南华期货,9.71,3.30,2.14,13063607.00,113130836.62,96,--
300183.SZ,东软载波,12.49,1.38,2.14,7679864.00,88932825.12,58,--
603043.SH,广州酒家,13.09,-1.65,2.14,12156419.00,194138011.43,67,--
000978.SZ,桂林旅游,5.50,-1.08,2.14,7694700.00,46168200.00,9,--
000709.SZ,河钢股份,1.67,-1.18,2.14,220692141.00,428142753.54,158,--
603111.SH,康尼机电,5.01,-0.79,2.13,17856277.00,103923532.14,33,--
300620.SZ,光库科技,31.42,-1.84,2.13,5170884.00,190171252.28,76,--
605222.SH,起帆电缆,14.57,-0.34,2.13,8789700.00,134833998.00,78,--
688159.SH,有方科技,22.74,-2.28,2.13,1949947.00,73824993.42,70,--
601992.SH,金隅集团,1.33,-0.75,2.12,177071361.00,242587764.57,82,--
301051.SZ,信濠光电,23.31,-2.47,2.12,1961300.00,51444899.00,38,--
603050.SH,科林电气,22.60,1.89,2.12,5774972.00,140100820.72,42,--
601616.SH,广电电气,2.68,-0.37,2.12,18083547.00,52623121.77,60,--
601811.SH,新华文轩,14.38,0.14,2.12,16775764.00,235028467.65,149,--
