ts_code,MA120,MA250,PC120,PC250
300347.SZ,52.57,55.21,0.24284,-0.17478
300348.SZ,7.46,8.64,-0.06642,-0.28844
300349.SZ,12.21,12.23,-0.06928,-0.11155
300350.SZ,4.91,4.89,-0.03289,-0.06568
300351.SZ,16.26,16.85,-0.22706,0.08247
300352.SZ,4.1,4.45,-0.179,-0.27579
300353.SZ,8.26,9.23,-0.24316,-0.27773
300354.SZ,37.03,39.35,-0.36151,-0.24828
300355.SZ,2.64,3.21,-0.28981,-0.40691
300357.SZ,21.9,24.98,-0.29156,-0.474
300358.SZ,8.05,9.56,-0.26499,-0.49094
300359.SZ,4.44,5.04,-0.07943,-0.22867
300360.SZ,15.12,14.88,-0.21161,-0.05235
300363.SZ,14.82,20.08,-0.36828,-0.5328
300364.SZ,22.3,21.8,-0.39631,0.16156
300365.SZ,5.1,5.9,-0.07169,-0.25953
300366.SZ,8.22,10.62,-0.30336,-0.36141
300369.SZ,5.83,7.57,-0.27336,-0.52978
300370.SZ,1.84,2.22,-0.21429,-0.35531
300371.SZ,8.91,10.59,0.03969,-0.34102
300373.SZ,38.63,37.65,-0.07736,0.04698
300374.SZ,15.06,14.56,-0.16442,-0.14689
300375.SZ,4.27,4.58,-0.13129,-0.04106
300377.SZ,5.69,6.95,-0.12145,-0.41675
300378.SZ,16.82,19.22,-0.12473,-0.36775
300379.SZ,9.82,13.94,-0.33577,-0.49779
300380.SZ,16.46,19.79,-0.07959,-0.52452
300381.SZ,6.19,6.62,0.17907,-0.16166
300382.SZ,6.52,8.09,-0.33503,-0.50048
300383.SZ,8.67,9.19,-0.17089,-0.19302
300384.SZ,13.39,14.4,-0.14471,-0.27737
300385.SZ,3.91,5.07,-0.20507,-0.47568
300386.SZ,7.94,9.09,0.05333,-0.2603
300387.SZ,6.25,6.73,0.14017,-0.07746
300388.SZ,5.9,6.2,-0.0053,-0.21038
300389.SZ,13.31,14.56,-0.44665,-0.3487
300390.SZ,18.93,22.05,-0.23641,-0.41223
300391.SZ,4.07,5.45,-0.23841,-0.42211
300393.SZ,6.95,8.74,-0.39978,-0.52216
300394.SZ,117.19,102.89,-0.44139,-0.12069
300395.SZ,30.3,34.26,0.06477,-0.30211
300396.SZ,21.28,24.04,-0.43355,-0.37857
300397.SZ,9.24,9.61,0.01542,-0.24257
300398.SZ,12.06,13.84,-0.1851,-0.32439
300399.SZ,9.69,11.28,-0.00096,-0.28815
300400.SZ,11.67,13.71,0.26672,0.01678
300401.SZ,12.52,11.59,0.44884,0.16446
300402.SZ,14.47,16.12,-0.24745,-0.32978
300403.SZ,7.18,7.53,-0.15885,-0.15223
300404.SZ,7.55,8.18,0.01674,-0.17534
300405.SZ,4.16,5.14,-0.28628,-0.37674
300406.SZ,16.42,17.79,-0.3703,-0.28069
300407.SZ,7.64,7.98,0.10101,-0.08293
300408.SZ,28.56,28.69,0.20482,-0.0228
300409.SZ,9.51,10.08,0.00879,-0.19544
300410.SZ,5.48,6.67,-0.18928,-0.39196
300411.SZ,12.84,9.51,0.08506,0.49624
300412.SZ,3.35,4.28,-0.16364,-0.38314
300413.SZ,22.23,24.31,-0.21837,-0.3527
300414.SZ,6.93,8.29,-0.11934,-0.38973
300415.SZ,20.19,18.87,-0.02366,-0.02035
300416.SZ,12.86,14.52,-0.23796,-0.3741
300417.SZ,7.92,9.63,0.0274,-0.3038
300418.SZ,34.62,34.91,-0.34279,-0.26879
300419.SZ,5.39,5.95,-0.06639,-0.33824
300420.SZ,2.41,2.68,-0.18251,-0.29043
300421.SZ,8.96,9.37,0.06897,-0.01691
300422.SZ,4.66,5.25,-0.01628,-0.37054
300423.SZ,5.69,7.11,-0.2454,-0.48803
300424.SZ,12.45,12.41,0.21209,-0.13278
300425.SZ,4.27,4.53,-0.0782,-0.25336
300426.SZ,7.73,9.21,-0.22376,-0.36808
300428.SZ,18.21,19.42,-0.12679,-0.37066
300429.SZ,11.17,11.43,-0.04158,0.08886
300430.SZ,14.73,14.56,-0.28818,-0.21105
300432.SZ,7.05,8.52,-0.16751,-0.31738
300433.SZ,15.77,14.03,0.38064,0.45714
300434.SZ,8.2,9.7,-0.21535,-0.45635
300435.SZ,12.15,12.98,-0.27101,-0.33814
300436.SZ,17.6,21.19,-0.06194,-0.24948
300437.SZ,9.22,10.8,-0.13981,-0.42511
300438.SZ,21.94,25.61,0.27115,-0.29578
300439.SZ,9.45,10.38,0.03194,-0.18593
300440.SZ,5.49,6.2,-0.1541,-0.22289
300441.SZ,6.42,6.39,-0.00472,0.10877
300442.SZ,25.63,24.89,-0.08129,-0.00954
300443.SZ,17.96,22.31,-0.17233,-0.42664
300444.SZ,6.26,6.43,-0.08266,-0.06291
300445.SZ,16.76,16.49,-0.20792,-0.05882
300446.SZ,14.01,14.06,-0.06601,0.00408
300447.SZ,12.51,13.38,-0.0445,-0.33109
300448.SZ,4.29,4.85,0.26781,-0.11034
300449.SZ,4.41,5.12,0.04299,-0.24796
300450.SZ,19.59,22.64,-0.35531,-0.53114
300451.SZ,3.85,5.14,-0.27617,-0.49612
300452.SZ,12.04,13.13,-0.09465,-0.23928
300453.SZ,6.89,7.05,0.03084,-0.07703
300454.SZ,54.01,67.81,-0.20906,-0.56009
300455.SZ,11.23,11.33,-0.02593,-0.00755
300456.SZ,17.19,19.62,-0.3038,-0.2606
300457.SZ,16.12,17.7,-0.12167,-0.43313
300458.SZ,21.47,21.87,0.10264,-0.09141
300459.SZ,3.83,4.4,-0.23025,-0.36499
300460.SZ,8.8,10.09,0.29762,0.06341
300461.SZ,16.51,18.86,0.10064,0.08867
300462.SZ,9.38,10.1,0.02665,-0.16808
300463.SZ,12.29,13.42,-0.04365,-0.18694
300464.SZ,3.82,4.79,-0.16351,-0.42602
300465.SZ,7.33,8.67,-0.07797,-0.31146
300466.SZ,6.89,6.87,-0.36565,-0.00331
300467.SZ,13.68,14.42,-0.06095,-0.14109
300468.SZ,8.58,9.5,-0.06367,-0.22455
300469.SZ,12.53,13.88,0.22558,-0.37876
300470.SZ,33.14,35.26,-0.08411,-0.25638
300471.SZ,9.09,10.88,-0.19224,-0.3575
300472.SZ,5.26,6.98,-0.05213,-0.31741
300473.SZ,15.0,16.36,0.11489,-0.00304
300474.SZ,66.95,69.28,-0.22764,-0.21143
300475.SZ,33.39,32.45,-0.31436,-0.13082
300476.SZ,30.83,25.05,0.37286,0.62772
300477.SZ,2.72,3.27,-0.14925,-0.48299
300478.SZ,8.64,10.04,-0.33924,-0.34047
300479.SZ,15.32,17.16,-0.21391,-0.24118
300480.SZ,15.77,18.12,-0.38615,-0.41617
300481.SZ,14.03,15.3,-0.09338,-0.29503
300482.SZ,25.56,26.36,-0.17333,-0.13269
300483.SZ,8.16,10.11,-0.19601,-0.51176
300484.SZ,14.14,12.73,0.36983,0.03286
300485.SZ,7.12,8.84,-0.17968,-0.35352
300486.SZ,5.24,6.12,-0.1941,-0.36938
300487.SZ,44.33,48.85,-0.12946,-0.34657
300488.SZ,21.15,22.09,-0.14578,-0.10313
300489.SZ,19.38,19.03,0.24645,-0.03881
300490.SZ,8.09,9.8,-0.28571,-0.52416
300491.SZ,16.11,19.36,-0.28049,-0.44761
300492.SZ,91.96,80.86,-0.29692,0.26488
300493.SZ,7.67,7.89,0.27031,0.10115
300494.SZ,11.53,13.16,-0.37032,-0.39807
300496.SZ,48.25,61.1,-0.42705,-0.57825
300497.SZ,9.19,9.55,-0.00744,-0.36
300498.SZ,19.75,19.13,-0.13162,0.00119
300499.SZ,11.54,12.68,-0.23048,-0.22991
300500.SZ,10.17,12.25,0.08224,-0.44048
300501.SZ,11.48,12.68,0.02585,-0.22019
300502.SZ,90.25,67.57,0.39982,0.91371
300503.SZ,13.57,15.14,-0.20196,-0.27657
300504.SZ,12.93,15.25,-0.03795,-0.1822
300505.SZ,12.85,13.58,0.04991,-0.31772
300507.SZ,5.44,5.83,0.0,-0.09217
300508.SZ,20.41,24.19,-0.09699,-0.30858
300509.SZ,4.88,5.72,-0.12082,-0.30543
300510.SZ,4.01,5.04,-0.3195,-0.51622
300511.SZ,3.31,4.44,-0.25066,-0.59716
300512.SZ,6.12,6.97,-0.00432,-0.12846
300513.SZ,8.44,10.14,-0.22684,-0.44154
300514.SZ,13.93,14.17,-0.15849,-0.03347
300515.SZ,9.58,10.49,-0.0194,-0.29293
300516.SZ,27.92,28.86,0.06293,-0.06041
300517.SZ,8.64,10.45,0.06667,-0.33995
300518.SZ,9.18,12.99,-0.2843,-0.58329
300519.SZ,11.93,13.68,-0.04946,-0.27308
300520.SZ,16.92,18.52,-0.15749,-0.27287
300521.SZ,10.32,11.74,0.19959,-0.116
300522.SZ,11.15,11.65,-0.05476,-0.08037
300523.SZ,17.79,19.33,-0.28319,-0.3315
300525.SZ,12.42,13.59,-0.15774,-0.2725
300527.SZ,6.63,7.05,-0.04444,-0.21341
300528.SZ,7.21,8.97,-0.24096,-0.47103
300529.SZ,26.09,23.71,0.15145,0.15092
300530.SZ,18.44,18.87,-0.13029,-0.23709
300531.SZ,10.59,12.61,-0.02039,-0.15033
300532.SZ,13.32,14.82,-0.00816,-0.20186
300533.SZ,18.09,23.49,-0.48134,-0.57624
300534.SZ,7.81,8.69,-0.09035,-0.2255
300535.SZ,12.07,13.97,-0.02564,-0.24453
300537.SZ,15.78,17.25,-0.0117,0.09431
300538.SZ,15.14,16.59,-0.05514,-0.03343
300539.SZ,8.28,9.92,-0.10294,-0.31163
300540.SZ,21.75,21.96,-0.12454,-0.14389
300541.SZ,10.62,13.23,-0.38163,-0.38467
300542.SZ,12.55,12.61,0.11931,-0.262
300543.SZ,7.57,8.61,-0.03684,-0.18304
300545.SZ,24.17,26.42,-0.08828,0.0776
300546.SZ,11.35,13.61,-0.01923,-0.36824
300547.SZ,16.72,16.32,-0.10031,0.03011
300548.SZ,21.67,24.49,-0.40833,-0.42195
300549.SZ,14.83,17.02,-0.26458,-0.41819
300550.SZ,10.57,12.29,-0.06475,-0.30468
300551.SZ,8.54,14.93,-0.56911,-0.75112
300552.SZ,30.11,26.63,0.25751,0.47746
300553.SZ,25.04,32.41,-0.23532,-0.60172
300554.SZ,23.65,22.81,-0.06655,0.15526
300556.SZ,18.86,21.98,-0.40798,-0.32239
300557.SZ,25.66,29.75,-0.16878,-0.3633
300558.SZ,37.42,44.66,-0.14478,-0.22
300559.SZ,10.47,12.76,-0.3572,-0.41685
300560.SZ,12.2,14.58,-0.27236,-0.33457
300561.SZ,8.56,10.28,-0.18499,-0.40325
300562.SZ,9.03,9.86,0.70406,0.428
300563.SZ,25.96,19.96,2.26605,1.86869
300564.SZ,9.43,11.04,-0.06552,-0.34783
300565.SZ,10.73,12.56,-0.10159,-0.31973
300566.SZ,14.18,15.18,0.15288,0.01561
300567.SZ,60.48,70.05,-0.21354,-0.36257
300568.SZ,9.39,11.68,-0.37267,-0.50034
300569.SZ,4.67,5.69,-0.20078,-0.44966
300570.SZ,34.93,35.58,-0.28991,-0.2122
300571.SZ,22.99,28.58,-0.32746,-0.37895
300572.SZ,12.53,14.16,0.01227,-0.2161
300573.SZ,182.4,172.52,-0.45359,-0.48153
300575.SZ,6.08,7.22,-0.07047,-0.45311
300576.SZ,36.55,38.78,-0.1785,-0.05003
300577.SZ,19.14,16.85,0.5821,0.26361
300578.SZ,13.77,15.81,-0.0906,-0.25262
300579.SZ,20.4,23.63,-0.14559,-0.39536
300580.SZ,20.94,24.1,-0.51673,-0.37649
300581.SZ,7.97,8.79,-0.09482,-0.26186
300582.SZ,8.76,10.11,0.00585,-0.28808
300583.SZ,13.55,16.36,-0.22222,-0.61446
300584.SZ,17.09,19.98,0.42067,0.10467
300585.SZ,12.09,13.96,-0.00854,-0.3437
300586.SZ,6.73,7.68,-0.02913,-0.45205
300587.SZ,4.23,5.01,-0.11422,-0.41718
300588.SZ,8.29,10.21,-0.05869,-0.33333
300589.SZ,11.64,12.34,-0.06983,-0.23827
300590.SZ,10.89,10.86,0.13039,-0.02479
300591.SZ,3.56,4.86,-0.27119,-0.50166
300592.SZ,14.45,19.22,-0.39465,-0.53568
300593.SZ,9.96,12.8,-0.09432,-0.50552
300594.SZ,15.51,17.95,-0.27468,-0.42954
300595.SZ,17.21,20.35,-0.26856,-0.47561
300596.SZ,26.64,28.16,0.05653,-0.30954
300597.SZ,7.11,8.0,-0.02925,-0.19977
300598.SZ,33.67,39.24,-0.3073,-0.36512
300599.SZ,5.56,6.6,-0.18105,-0.40321
300601.SZ,18.22,23.03,-0.36105,-0.47913
300602.SZ,14.99,15.95,-0.04514,-0.0593
300603.SZ,7.75,8.94,-0.15753,-0.43361
300604.SZ,30.26,32.69,0.05429,-0.1505
300605.SZ,9.89,11.94,-0.12344,-0.39618
300606.SZ,19.14,24.01,-0.02411,0.03389
300607.SZ,12.53,13.56,-0.26312,-0.30034
300608.SZ,10.23,11.61,-0.2642,-0.03115
300609.SZ,19.2,22.62,0.0715,-0.13018
300610.SZ,9.0,9.82,0.04738,-0.23358
300611.SZ,8.34,9.51,0.02959,-0.21375
300612.SZ,14.02,16.32,-0.19191,-0.31816
300613.SZ,34.21,38.97,-0.06762,-0.32479
300614.SZ,10.38,15.24,-0.30607,-0.6364
300615.SZ,10.48,13.01,-0.18801,-0.35232
300616.SZ,12.26,15.08,-0.31312,-0.49324
300617.SZ,26.61,28.64,-0.21406,-0.38757
300618.SZ,26.94,27.46,-0.01293,-0.28055
300619.SZ,30.93,42.82,-0.49112,-0.69113
300620.SZ,40.22,42.15,-0.31258,-0.24909
300621.SZ,7.95,9.18,-0.03061,-0.29434
300622.SZ,16.14,17.74,0.6738,0.27911
300623.SZ,16.83,16.52,0.24432,0.02396
300624.SZ,69.17,79.61,-0.61785,-0.55454
300625.SZ,11.4,12.38,-0.16891,-0.1583
300626.SZ,7.47,8.49,0.1236,-0.13138
300627.SZ,28.36,28.69,0.11152,-0.11414
300628.SZ,34.03,32.86,0.15626,-0.06769
300629.SZ,18.11,18.64,-0.10783,-0.11834
300631.SZ,20.19,24.02,-0.38644,-0.49546
300632.SZ,9.79,10.66,-0.00738,-0.15225
300633.SZ,38.03,41.62,-0.2348,-0.2962
300634.SZ,17.2,18.92,-0.22648,-0.38899
300635.SZ,8.2,10.33,-0.17595,-0.46953
300636.SZ,9.19,9.79,0.04093,-0.28891
300637.SZ,8.91,9.06,0.0704,0.11853
300638.SZ,15.53,17.11,-0.337,-0.42767
300639.SZ,5.8,7.43,-0.19149,-0.40563
300640.SZ,4.32,5.15,-0.12743,-0.33553
300641.SZ,19.56,12.13,3.72705,2.60795
300642.SZ,12.72,15.05,-0.0679,-0.32852
300643.SZ,11.43,11.74,0.08499,-0.14827
300644.SZ,18.97,18.43,0.15358,-0.00711
300645.SZ,12.72,16.87,-0.20596,-0.57435
300647.SZ,4.93,5.56,0.15746,-0.15015
300648.SZ,18.39,21.78,-0.05508,-0.33002
300649.SZ,10.87,14.25,-0.17962,-0.56502
300650.SZ,9.88,11.25,-0.00106,-0.22048
300651.SZ,13.35,16.55,-0.1987,-0.50777
300652.SZ,20.62,22.05,-0.01537,-0.1706
300653.SZ,22.48,25.52,-0.16565,-0.37634
300654.SZ,9.32,10.12,-0.20041,-0.27731
300655.SZ,7.37,8.59,-0.20513,-0.36605
300656.SZ,19.34,21.77,-0.11968,-0.29539
300657.SZ,16.02,17.42,-0.23162,-0.10897
300658.SZ,4.62,5.57,-0.11717,-0.34483
300659.SZ,14.0,17.8,-0.30296,-0.53049
300660.SZ,25.82,27.14,-0.15396,-0.20582
300661.SZ,73.43,76.33,-0.03814,-0.05713
300662.SZ,18.33,23.73,-0.33699,-0.621
300663.SZ,10.21,12.24,-0.14968,-0.33871
300664.SZ,4.65,5.05,-0.09251,-0.32013
300665.SZ,5.76,7.01,-0.17647,-0.41463
300666.SZ,48.05,52.43,0.06146,-0.13085
300667.SZ,13.19,14.57,0.00373,-0.17625
300668.SZ,17.46,19.72,-0.23247,-0.17805
300669.SZ,13.4,13.96,0.00326,-0.08741
300670.SZ,5.45,6.36,-0.18003,-0.31557
300671.SZ,26.16,28.9,0.06813,-0.20327
300672.SZ,52.2,58.1,-0.16995,-0.33475
300673.SZ,12.89,12.85,0.17092,-0.05775
300674.SZ,11.75,13.96,-0.2188,-0.42278
300675.SZ,11.82,13.26,0.06928,-0.29167
300676.SZ,38.4,43.64,-0.14896,-0.32746
300677.SZ,24.99,23.35,0.37043,0.29851
300678.SZ,27.18,29.61,-0.40023,-0.41783
300679.SZ,38.25,37.72,-0.15504,-0.07156
300680.SZ,17.65,18.03,0.06481,-0.11441
300681.SZ,14.12,15.97,-0.02689,-0.25817
300682.SZ,9.77,13.38,-0.31346,-0.58071
300683.SZ,23.65,29.49,-0.10379,-0.33501
300684.SZ,16.26,17.23,-0.02269,-0.04545
300685.SZ,19.72,20.75,-0.14752,-0.18996
300686.SZ,7.25,8.53,0.26575,-0.0581
300687.SZ,15.21,18.61,-0.33333,-0.43901
300688.SZ,24.12,26.6,-0.10952,-0.28103
300689.SZ,13.96,16.44,0.02965,-0.31208
300690.SZ,20.82,18.55,0.19074,0.12774
300691.SZ,15.45,17.19,-0.11647,-0.10542
300692.SZ,4.84,5.55,-0.1494,-0.39518
300693.SZ,25.07,27.02,-0.33676,-0.40461
300694.SZ,9.16,10.26,-0.1385,-0.23965
300695.SZ,39.2,44.01,-0.15018,-0.27846
300696.SZ,14.4,16.11,-0.07508,-0.44253
300697.SZ,10.9,10.95,-0.15173,-0.11317
300698.SZ,33.29,32.83,0.0837,0.39567
300699.SZ,27.32,26.66,-0.05448,-0.01966
300700.SZ,8.97,12.73,-0.51433,-0.69433
300701.SZ,8.1,9.08,0.00897,-0.15194
300702.SZ,17.48,19.22,-0.12267,-0.33104
300703.SZ,8.31,9.31,-0.05926,-0.24254
300705.SZ,29.75,29.16,-0.38199,0.05121
300706.SZ,19.04,21.73,-0.09167,-0.30435
300707.SZ,12.65,14.5,-0.20365,-0.25325
300708.SZ,8.94,9.82,-0.07961,-0.18924
300709.SZ,28.68,27.88,0.12796,0.63387
300710.SZ,16.29,19.49,-0.11534,-0.3192
300711.SZ,15.75,14.4,0.15537,0.02268
300712.SZ,22.94,24.6,-0.10284,-0.40275
300713.SZ,13.55,15.44,-0.0282,-0.24494
300715.SZ,7.88,9.96,-0.26424,-0.52778
300716.SZ,7.74,9.5,-0.04129,-0.30333
300717.SZ,14.2,15.05,0.10777,-0.20217
300718.SZ,14.58,16.01,-0.1526,-0.26757
300719.SZ,16.89,14.54,0.41963,0.217
300720.SZ,14.4,13.6,-0.17402,0.06871
300721.SZ,12.16,13.33,0.11783,-0.28365
300722.SZ,21.62,23.47,-0.14923,-0.29274
300723.SZ,21.0,23.29,-0.33098,-0.20855
300724.SZ,58.71,65.08,-0.27673,-0.47155
300725.SZ,31.07,35.61,-0.07866,-0.4165
300726.SZ,23.16,27.24,-0.07125,-0.38489
300727.SZ,23.68,24.44,0.0668,-0.09014
300729.SZ,16.26,16.02,-0.21203,-0.1129
300730.SZ,9.63,11.15,-0.15458,-0.33782
300731.SZ,15.39,17.61,-0.1788,-0.20785
300732.SZ,7.6,8.21,-0.02878,-0.33234
300733.SZ,10.03,10.78,0.1085,-0.12687
300735.SZ,22.25,21.06,-0.28297,0.80483
300736.SZ,13.01,12.98,-0.42847,-0.34544
300737.SZ,4.58,5.6,-0.17418,-0.541
300738.SZ,10.54,9.91,-0.02505,-0.03348
300739.SZ,12.63,13.31,-0.21299,-0.14879
300740.SZ,15.59,16.19,-0.33139,-0.47483
300741.SZ,16.86,19.1,-0.19329,-0.31995
300743.SZ,12.01,12.83,0.17705,-0.18827
300745.SZ,15.64,22.46,-0.2903,-0.65048
300746.SZ,6.68,8.28,-0.07625,-0.44248
300747.SZ,18.55,21.17,-0.30829,-0.45305
300748.SZ,13.77,15.73,-0.39113,-0.38115
300749.SZ,5.79,7.3,-0.15422,-0.40457
300750.SZ,188.08,183.47,0.12894,-0.2239
300751.SZ,114.45,118.88,-0.32165,-0.57719
300752.SZ,12.72,14.43,0.09504,-0.06454
300753.SZ,11.66,13.95,0.06975,-0.24353
300755.SZ,15.51,17.36,-0.2538,-0.46533
300756.SZ,13.46,14.79,-0.07571,-0.33748
300757.SZ,103.97,86.34,-0.35286,0.09667
300758.SZ,10.63,10.03,0.27913,0.09061
300759.SZ,20.39,24.53,-0.08949,-0.27565
300760.SZ,282.89,281.55,-0.22913,-0.15541
300761.SZ,22.29,20.15,0.00572,0.09456
300762.SZ,15.25,14.96,0.04294,0.01115
300763.SZ,57.82,63.88,-0.05509,-0.24017
300765.SZ,30.26,28.55,-0.26356,0.99099
300766.SZ,11.01,13.12,-0.35098,-0.334
300767.SZ,9.85,13.85,-0.25063,-0.58192
300768.SZ,11.98,13.15,-0.00254,-0.22906
300769.SZ,32.42,50.32,-0.41694,-0.78882
300770.SZ,36.2,36.93,-0.13209,-0.1471
300771.SZ,9.17,9.74,0.06492,-0.28319
300772.SZ,9.9,10.14,0.07701,-0.19622
300773.SZ,13.13,14.85,-0.1645,-0.36269
300774.SZ,7.4,8.93,-0.11538,-0.39164
300775.SZ,27.94,27.83,-0.09312,-0.28399
300776.SZ,46.74,52.4,-0.07438,-0.20004
300777.SZ,23.87,27.17,-0.16187,-0.48685
300778.SZ,10.71,12.31,-0.06139,-0.45549
300779.SZ,47.35,47.3,0.17566,-0.09009
300780.SZ,15.01,17.45,-0.40066,-0.1696
300781.SZ,49.62,40.16,-0.19261,0.91157
300782.SZ,85.55,105.37,-0.41824,-0.44325
300783.SZ,21.65,19.87,-0.18519,-0.10842
300785.SZ,18.27,19.76,-0.19387,-0.32182
300786.SZ,11.79,14.53,-0.27558,-0.43601
300787.SZ,12.16,14.26,-0.10226,-0.33178
300788.SZ,26.77,27.74,-0.20561,-0.14511
300789.SZ,15.33,18.37,-0.30168,-0.39113
300790.SZ,13.32,13.78,0.16681,0.00988
300791.SZ,31.71,31.05,-0.2448,-0.14924
300792.SZ,16.64,20.07,-0.20043,-0.39452
300793.SZ,13.21,15.57,-0.1675,-0.23072
300795.SZ,23.67,29.62,-0.66171,-0.60274
300796.SZ,13.75,14.33,-0.38417,-0.17071
300797.SZ,9.88,11.09,-0.15238,-0.21029
300798.SZ,6.73,7.87,-0.34457,-0.21407
300800.SZ,10.16,11.42,-0.05118,-0.31129
300801.SZ,14.65,15.09,-0.01556,-0.16098
300802.SZ,15.5,16.87,-0.19183,-0.28758
300803.SZ,40.86,48.98,-0.26911,-0.48344
300804.SZ,22.42,26.72,-0.06591,-0.44125
300805.SZ,7.14,7.99,-0.1049,-0.15877
300806.SZ,9.88,12.34,0.149,-0.4252
300807.SZ,26.79,29.26,0.16463,-0.05479
300808.SZ,16.53,15.42,0.15333,0.23473
300809.SZ,21.86,23.42,-0.31608,-0.05371
300810.SZ,16.49,17.99,-0.02861,-0.23255
300811.SZ,48.8,48.9,-0.30461,-0.09998
300812.SZ,22.53,25.28,-0.31755,-0.07625
300813.SZ,17.77,20.69,0.00432,-0.36816
300814.SZ,28.16,30.49,-0.24826,-0.12045
300815.SZ,12.59,13.59,-0.07595,-0.257
300816.SZ,21.23,22.69,0.09267,-0.24598
300817.SZ,11.23,13.29,-0.03485,-0.25687
300818.SZ,27.77,28.68,-0.31454,-0.25191
300819.SZ,12.07,13.34,-0.02841,-0.26081
300820.SZ,43.49,48.41,-0.22137,-0.40032
300821.SZ,7.24,7.86,-0.14631,-0.33403
300822.SZ,11.15,12.09,-0.07177,-0.19234
300823.SZ,14.66,17.4,-0.32211,-0.45171
300824.SZ,7.9,8.56,-0.01543,-0.29518
300825.SZ,10.95,12.81,-0.16876,-0.41614
300826.SZ,12.34,14.61,-0.02181,-0.19481
300827.SZ,27.35,27.75,0.44269,0.16242
300828.SZ,11.69,13.17,0.02142,-0.1728
300829.SZ,15.43,17.51,-0.11326,-0.3542
300830.SZ,5.93,7.02,-0.10467,-0.34434
300831.SZ,10.75,11.13,0.10563,-0.04185
300832.SZ,69.53,69.24,-0.2001,0.21411
300833.SZ,68.96,82.22,-0.6336,-0.6412
300834.SZ,18.52,19.93,-0.05003,-0.27334
300835.SZ,24.29,25.69,-0.10494,-0.14956
300836.SZ,32.67,29.07,0.40149,0.51127
300837.SZ,22.26,25.45,-0.26312,-0.4438
300838.SZ,11.14,13.51,-0.19156,-0.41308
300839.SZ,7.0,8.61,-0.30928,-0.43907
300840.SZ,11.67,14.65,-0.35997,-0.23227
300841.SZ,56.1,61.75,-0.14528,-0.14175
300842.SZ,49.13,60.03,-0.53861,-0.4239
300843.SZ,25.67,22.81,0.49937,0.28194
300844.SZ,25.99,30.75,0.04849,-0.47137
300845.SZ,12.31,15.12,-0.18866,-0.45402
300846.SZ,10.36,12.15,-0.29574,-0.37857
300847.SZ,15.07,15.81,-0.13462,-0.23383
300848.SZ,17.07,18.22,-0.09919,-0.33976
300849.SZ,13.06,12.46,0.08943,0.15517
300850.SZ,19.0,24.79,-0.40345,-0.50267
300851.SZ,24.39,25.91,0.0195,-0.17953
300852.SZ,26.52,31.41,-0.28486,-0.4122
300853.SZ,15.44,19.63,-0.41013,-0.54649
300854.SZ,10.92,13.81,-0.11082,-0.47744
300855.SZ,24.8,26.73,0.00044,-0.31178
300856.SZ,51.03,58.1,-0.63465,-0.6076
300857.SZ,59.0,48.28,0.0665,1.08908
300858.SZ,15.6,17.23,-0.14442,-0.17302
300859.SZ,28.73,27.15,0.0238,0.0259
300860.SZ,27.77,39.03,-0.43663,-0.60875
300861.SZ,22.41,28.98,-0.35391,-0.59098
300862.SZ,27.21,29.28,-0.43268,-0.30284
300863.SZ,39.28,43.31,0.02578,-0.23474
300864.SZ,20.12,20.94,0.09468,-0.23074
300865.SZ,15.47,18.1,0.00211,-0.45814
300866.SZ,71.7,78.42,-0.26382,-0.19175
300867.SZ,11.48,13.38,-0.02304,-0.33469
300868.SZ,16.9,18.39,0.25867,-0.07634
300869.SZ,14.78,17.69,-0.24343,-0.40221
300870.SZ,42.66,43.44,-0.10678,-0.11959
300871.SZ,11.3,12.7,-0.14534,-0.47118
300872.SZ,12.29,12.84,-0.08065,-0.24053
300873.SZ,15.9,18.3,-0.24875,-0.29824
300875.SZ,24.22,28.44,-0.15709,-0.33862
300876.SZ,17.3,20.6,-0.1194,-0.44319
300877.SZ,11.84,14.43,-0.15004,-0.40135
300878.SZ,16.58,20.39,-0.17137,-0.31364
300879.SZ,13.33,14.61,0.18761,-0.19156
300880.SZ,17.63,18.17,0.13049,-0.10131
300881.SZ,25.13,25.64,0.12919,-0.24841
300882.SZ,18.26,20.07,-0.3974,-0.42054
300883.SZ,4.61,5.58,-0.167,-0.36406
300884.SZ,8.96,10.53,-0.19071,-0.23232
300885.SZ,8.07,8.78,0.23602,-0.02265
300886.SZ,16.74,19.87,0.06922,-0.30016
300887.SZ,8.82,11.72,-0.24971,-0.7023
300888.SZ,29.31,34.11,-0.27698,-0.37304
300889.SZ,10.82,12.87,-0.04471,-0.26164
300890.SZ,28.37,30.21,0.127,-0.29391
300891.SZ,8.16,8.66,0.02319,-0.17763
300892.SZ,15.88,19.73,-0.09452,-0.46401
300893.SZ,28.72,27.89,-0.11933,0.15934
300894.SZ,14.17,15.62,-0.17941,-0.47404
300895.SZ,26.79,29.78,-0.21365,-0.31252
300896.SZ,221.23,282.36,-0.56264,-0.66891
300897.SZ,22.57,27.64,-0.30432,-0.42778
300898.SZ,18.28,20.77,-0.15928,-0.38337
300899.SZ,20.4,23.65,-0.15374,-0.3614
300900.SZ,23.39,23.42,-0.23783,-0.42587
300901.SZ,8.39,9.06,-0.03179,-0.2944
300902.SZ,23.84,27.7,-0.43455,-0.49438
300903.SZ,7.09,8.21,-0.12722,-0.31765
300905.SZ,25.81,21.86,0.6491,0.16489
