ts_code,MA120,MA250,PC120,PC250
603019.SH,43.43,40.78,-0.31669,-0.09581
603020.SH,7.08,7.76,-0.03922,-0.29457
603021.SH,3.15,4.34,-0.27224,-0.50549
603022.SH,7.45,8.55,-0.17792,-0.35801
603025.SH,12.77,12.46,0.02184,-0.09069
603026.SH,36.16,41.34,-0.21914,-0.45191
603027.SH,15.02,15.72,-0.14888,-0.27781
603028.SH,6.65,8.84,-0.35161,-0.51943
603029.SH,15.21,17.48,-0.24674,-0.40234
603030.SH,1.98,2.47,-0.23077,-0.38776
603031.SH,30.16,38.35,-0.50295,-0.54561
603032.SH,15.48,18.24,-0.30661,-0.48031
603033.SH,12.69,14.18,-0.38222,-0.31188
603035.SH,13.91,16.06,-0.16079,-0.36105
603036.SH,10.82,11.72,-0.23161,-0.11635
603037.SH,17.18,17.91,-0.35249,-0.14592
603038.SH,9.38,10.12,-0.3479,-0.22166
603039.SH,33.69,41.4,-0.29815,-0.5659
603040.SH,19.85,21.43,-0.10974,-0.18576
603041.SH,10.49,11.36,-0.05567,-0.20502
603042.SH,10.41,12.81,-0.15004,-0.43991
603043.SH,16.77,18.83,-0.18187,-0.40839
603045.SH,10.62,12.78,-0.12099,-0.39342
603048.SH,14.4,15.96,-0.10837,-0.24177
603050.SH,25.99,21.12,0.35687,0.67006
603051.SH,24.61,28.35,0.02386,-0.24086
603052.SH,32.46,32.66,-0.21795,-0.06988
603053.SH,9.7,9.86,-0.07035,-0.13755
603055.SH,10.67,10.82,0.08562,-0.03296
603056.SH,14.42,14.59,-0.13581,-0.21049
603057.SH,17.0,19.46,-0.18634,-0.3819
603058.SH,7.98,8.14,0.04317,-0.13174
603059.SH,21.37,22.09,0.0294,-0.15341
603060.SH,6.66,7.97,0.00955,-0.30841
603061.SH,65.34,75.23,-0.11169,-0.30263
603063.SH,17.8,20.74,-0.43055,-0.53626
603065.SH,8.87,11.2,-0.29903,-0.52469
603066.SH,9.89,10.39,-0.23765,-0.13693
603067.SH,10.98,10.38,0.31315,0.06717
603068.SH,21.7,24.39,-0.11885,-0.27208
603069.SH,16.91,17.31,-0.25783,-0.17239
603070.SH,12.21,13.96,-0.15943,-0.36418
603071.SH,13.35,14.23,-0.21488,-0.32314
603073.SH,15.14,17.21,-0.13072,-0.39936
603076.SH,23.07,25.79,-0.12424,-0.45336
603077.SH,1.95,2.16,-0.3,-0.30579
603078.SH,13.0,14.34,-0.08084,-0.23394
603079.SH,11.21,12.08,0.13593,-0.16174
603080.SH,13.98,14.96,0.04819,-0.04198
603081.SH,10.12,11.23,-0.13892,-0.40421
603083.SH,34.29,38.24,-0.44706,-0.48717
603085.SH,9.0,9.37,-0.03382,-0.15523
603086.SH,4.12,4.9,-0.05542,-0.40945
603087.SH,45.05,45.55,0.0047,-0.01909
603088.SH,7.51,7.87,-0.12867,-0.29684
603089.SH,8.77,9.62,-0.2139,-0.17508
603090.SH,18.97,19.98,-0.33002,-0.32715
603093.SH,9.72,10.94,-0.10571,-0.29499
603095.SH,15.21,15.3,-0.02597,0.05487
603096.SH,17.07,17.76,-0.11512,-0.18522
603097.SH,24.57,22.7,-0.14025,-0.01786
603098.SH,8.61,11.96,-0.21706,-0.64976
603099.SH,22.53,20.29,-0.10542,0.85936
603100.SH,23.85,26.22,-0.47341,-0.49891
603101.SH,5.26,6.02,-0.2449,-0.30516
603102.SH,32.4,36.25,-0.13277,-0.32927
603103.SH,14.32,15.36,-0.30105,-0.37544
603105.SH,8.87,10.39,-0.22082,-0.4778
603106.SH,4.81,6.0,-0.21363,-0.42375
603108.SH,16.33,17.39,-0.29826,0.03733
603109.SH,14.25,15.11,-0.29147,-0.24354
603110.SH,13.27,19.59,-0.51575,-0.64667
603111.SH,5.96,5.5,-0.12683,0.14744
603112.SH,11.37,11.47,0.03481,-0.01873
603113.SH,6.06,7.07,-0.30189,-0.401
603115.SH,11.15,12.39,-0.05492,-0.20492
603116.SH,4.69,5.37,-0.1118,-0.3013
603117.SH,3.74,3.52,0.39634,0.35905
603118.SH,7.19,8.37,-0.22348,-0.34972
603121.SH,7.71,8.12,-0.07821,-0.10794
603122.SH,5.87,6.94,-0.13016,-0.41515
603123.SH,6.78,8.96,-0.30769,-0.41224
603125.SH,22.24,26.31,-0.42119,-0.54343
603126.SH,5.71,6.26,-0.18425,-0.34806
603127.SH,15.88,19.61,-0.17151,-0.44294
603128.SH,6.22,6.85,-0.2961,-0.42842
603129.SH,139.47,124.18,0.18749,-0.05029
603130.SH,18.8,20.01,-0.1209,-0.29461
603131.SH,14.45,14.46,-0.23414,0.07357
603132.SH,13.08,12.78,-0.04795,-0.11324
603135.SH,12.68,14.62,-0.50897,-0.59656
603136.SH,14.51,17.21,-0.50133,-0.58986
603137.SH,13.28,16.19,-0.36832,-0.56586
603138.SH,11.79,14.5,-0.10462,-0.42801
603139.SH,13.41,15.75,-0.0633,-0.31757
603150.SH,26.24,26.93,-0.10834,-0.11997
603151.SH,11.77,13.19,-0.14163,-0.44669
603153.SH,17.52,17.7,-0.03485,-0.17475
603155.SH,14.35,18.53,-0.32942,-0.50779
603156.SH,23.5,23.41,-0.23875,-0.31161
603158.SH,7.47,8.05,-0.13454,-0.05907
603159.SH,11.28,13.29,-0.23994,-0.3338
603160.SH,62.75,64.09,-0.03432,0.15502
603161.SH,13.28,14.7,-0.36617,-0.43949
603162.SH,10.68,13.78,-0.41929,-0.64169
603163.SH,26.39,30.09,-0.16422,-0.37069
603165.SH,10.86,11.88,-0.03188,-0.32842
603166.SH,5.24,5.93,-0.1297,-0.27656
603167.SH,8.63,8.44,-0.18142,0.04079
603168.SH,8.08,9.33,-0.31705,-0.26604
603169.SH,4.88,5.47,-0.18669,-0.33934
603170.SH,13.28,15.68,-0.23699,-0.39784
603171.SH,25.06,28.78,-0.10472,-0.39251
603172.SH,15.6,15.94,0.3744,-0.15536
603173.SH,21.58,22.65,-0.15144,-0.36213
603176.SH,4.16,5.12,-0.12691,-0.39728
603177.SH,7.84,9.83,-0.19419,-0.4809
603178.SH,24.44,27.8,-0.43721,0.66485
603179.SH,41.84,44.99,-0.13134,-0.27336
603180.SH,20.33,22.94,-0.2613,-0.47745
603181.SH,9.53,10.07,-0.0676,-0.19163
603182.SH,11.04,12.6,-0.08213,-0.32916
603183.SH,3.42,4.0,0.00297,-0.33595
603185.SH,19.85,27.53,-0.49203,-0.67855
603186.SH,23.36,27.98,-0.0234,-0.28241
603187.SH,12.93,14.34,-0.36912,-0.46154
603188.SH,2.58,3.15,-0.07663,-0.35733
603189.SH,11.84,13.27,-0.05675,-0.0855
603190.SH,24.31,27.2,-0.23267,-0.38368
603191.SH,15.13,15.26,-0.40964,-0.43647
603192.SH,14.31,16.43,-0.02157,-0.30879
603195.SH,92.9,95.93,-0.34927,-0.3724
603196.SH,8.64,11.56,-0.30142,-0.59237
603197.SH,37.92,47.11,-0.41298,-0.46589
603198.SH,61.52,64.85,-0.22348,-0.32915
603199.SH,33.62,31.08,-0.04691,0.11771
603200.SH,20.83,19.65,-0.00441,-0.01148
603201.SH,22.19,23.29,-0.39426,-0.39343
603203.SH,21.3,23.42,-0.1054,-0.20284
603206.SH,13.2,15.4,-0.21782,-0.25798
603208.SH,22.06,27.23,-0.37505,-0.56242
603209.SH,14.32,15.29,0.08494,-0.27652
603211.SH,14.97,15.75,-0.14742,-0.08242
603212.SH,11.62,13.7,-0.28963,-0.43455
603213.SH,8.37,9.62,-0.14682,-0.34806
603214.SH,11.99,13.82,-0.1664,-0.35885
603215.SH,14.77,16.26,-0.21289,-0.32539
603216.SH,9.55,11.06,-0.05726,-0.34197
603217.SH,15.01,17.07,-0.10621,-0.39784
603218.SH,11.0,12.11,-0.01239,-0.34965
603219.SH,14.52,13.73,0.22259,0.16864
603220.SH,27.21,29.89,-0.4652,-0.05368
603221.SH,9.34,9.35,0.12763,-0.06339
603222.SH,6.05,7.29,-0.07934,-0.40428
603223.SH,7.75,8.85,0.0179,-0.36248
603225.SH,14.1,13.46,-0.28223,-0.11242
603226.SH,3.69,4.73,-0.22166,-0.45694
603227.SH,6.89,7.14,0.02907,-0.1777
603228.SH,24.48,22.73,0.14902,0.07474
603229.SH,9.67,11.48,-0.31599,-0.46856
603230.SH,12.47,12.89,-0.22231,-0.17903
603232.SH,11.16,12.11,-0.12284,-0.30397
603233.SH,17.83,21.52,-0.39595,-0.53093
603235.SH,25.54,25.46,0.15139,-0.10772
603236.SH,44.02,45.34,0.06496,-0.03505
603237.SH,23.2,25.99,-0.3562,-0.40941
603238.SH,10.42,11.77,-0.12004,-0.26181
603239.SH,14.36,14.49,-0.05,-0.12392
603255.SH,29.92,33.65,-0.31391,-0.28799
603256.SH,6.86,7.41,-0.01059,-0.11741
603258.SH,17.28,21.3,-0.19697,-0.50973
603259.SH,43.09,59.87,-0.26769,-0.50244
603260.SH,49.04,51.4,-0.09641,-0.22352
603261.SH,32.85,32.28,-0.00511,-0.06372
603266.SH,18.05,20.57,-0.2886,0.11287
603267.SH,35.03,43.79,-0.11237,-0.47687
603268.SH,14.32,16.25,-0.36321,-0.39234
603269.SH,11.07,12.26,-0.30973,-0.38242
603272.SH,10.04,13.28,-0.31741,-0.50586
603277.SH,28.83,27.49,-0.0853,0.07194
603278.SH,7.75,9.49,-0.50145,-0.56892
603279.SH,20.61,21.81,-0.12425,-0.39136
603280.SH,19.77,21.7,-0.12911,-0.26418
603281.SH,24.2,25.75,0.04346,-0.18706
603282.SH,18.09,21.97,-0.40864,-0.57666
603283.SH,70.28,64.81,-0.1913,0.33311
603286.SH,17.85,19.63,-0.18548,-0.1484
603288.SH,36.61,37.05,-0.13643,-0.16281
603289.SH,8.62,9.05,-0.11111,-0.22872
603290.SH,109.36,141.9,-0.5089,-0.63082
603291.SH,12.47,14.03,-0.20812,-0.53686
603297.SH,67.09,76.88,-0.29266,-0.36981
603298.SH,23.41,23.59,-0.43207,-0.26906
603299.SH,9.34,9.04,0.18811,0.04371
603300.SH,5.61,5.88,-0.28548,-0.25546
603301.SH,20.93,22.79,0.03445,-0.22974
603303.SH,12.07,12.41,-0.04936,-0.1875
603305.SH,12.01,15.9,-0.37715,-0.60789
603306.SH,19.4,23.68,-0.15522,-0.38943
603307.SH,35.62,40.36,-0.21285,-0.43391
603308.SH,12.95,13.13,-0.07928,-0.32093
603309.SH,11.44,12.28,0.00928,-0.11256
603311.SH,8.68,9.52,0.03553,-0.24793
603313.SH,7.84,9.29,-0.36786,-0.4818
603315.SH,10.88,11.28,-0.14722,-0.16349
603316.SH,4.18,5.28,-0.16129,-0.48
603317.SH,12.15,12.71,-0.15214,-0.29395
603318.SH,6.08,6.92,-0.10585,-0.37665
603319.SH,16.43,16.52,-0.02815,-0.118
603320.SH,13.33,13.81,0.07302,-0.09885
603321.SH,6.79,7.3,-0.08879,-0.24321
603322.SH,29.01,31.13,-0.34243,0.0303
603323.SH,4.78,4.54,0.02679,0.04072
603324.SH,24.66,28.1,-0.0625,-0.30405
603326.SH,6.34,8.11,-0.26753,-0.36712
603327.SH,14.46,13.39,-0.22046,0.03234
603328.SH,7.23,7.4,0.10604,0.01624
603329.SH,12.12,13.28,-0.23726,-0.1735
603330.SH,5.28,6.48,-0.15789,-0.4132
603331.SH,9.86,11.28,-0.21869,-0.37519
603332.SH,7.8,8.62,-0.12177,-0.16589
603333.SH,3.69,4.34,-0.34599,-0.34461
603335.SH,4.46,5.32,-0.19596,-0.33221
603336.SH,3.52,4.24,-0.1671,-0.38889
603337.SH,25.82,23.17,0.20086,0.29591
603338.SH,58.85,55.03,-0.19627,-0.09383
603339.SH,9.96,10.8,-0.09621,-0.2506
603345.SH,82.97,96.6,-0.11873,-0.45606
603348.SH,27.01,32.26,-0.23609,-0.47342
603351.SH,21.72,23.47,-0.00477,-0.2
603353.SH,14.41,19.28,-0.36228,-0.41413
603355.SH,23.58,23.42,0.01031,-0.17204
603356.SH,12.4,12.77,-0.10866,-0.1627
603357.SH,9.36,9.15,-0.03981,-0.17256
603358.SH,27.46,23.23,0.38595,0.69412
603359.SH,4.16,5.98,-0.31911,-0.68366
603360.SH,12.95,11.71,0.10306,0.12713
603365.SH,16.22,15.48,-0.31159,-0.22869
603366.SH,4.24,5.03,-0.25697,-0.37937
603367.SH,14.55,14.27,-0.06749,-0.05376
603368.SH,19.6,19.72,-0.26043,-0.25291
603369.SH,51.09,52.18,-0.28935,-0.36538
603378.SH,6.03,7.43,0.06612,-0.36453
603379.SH,38.68,35.17,-0.37168,-0.07279
603380.SH,19.45,21.11,-0.00258,-0.10829
603383.SH,34.43,43.78,-0.36442,-0.61546
603385.SH,5.74,6.73,-0.10714,-0.37656
603386.SH,10.88,11.59,-0.07233,-0.01251
603387.SH,8.44,9.62,-0.12514,-0.35082
603389.SH,5.19,5.57,0.34793,0.02452
603390.SH,7.84,8.5,0.00787,-0.02785
603392.SH,68.27,61.7,0.04849,0.18619
603393.SH,33.63,31.21,0.13476,0.2789
603396.SH,34.92,41.91,-0.40603,-0.52544
603398.SH,16.77,17.9,-0.29495,-0.34522
603399.SH,6.9,8.32,-0.18783,-0.41356
603408.SH,13.37,12.46,0.0219,0.01266
603416.SH,29.66,32.78,0.01675,-0.14339
603421.SH,5.37,7.44,-0.47051,-0.58409
603429.SH,4.86,6.45,-0.38567,-0.57746
603439.SH,14.09,15.85,-0.2625,-0.23077
603444.SH,183.75,235.62,-0.08543,-0.51663
603456.SH,15.21,20.16,-0.33227,-0.52164
603458.SH,5.85,7.33,-0.19505,-0.48156
603466.SH,9.63,11.14,-0.44669,-0.42821
603477.SH,29.66,30.75,-0.49141,-0.38312
603486.SH,43.09,43.39,0.03379,-0.43736
603488.SH,8.08,8.48,-0.07534,0.08144
603489.SH,29.1,40.17,-0.5134,-0.66726
603496.SH,25.34,26.96,-0.29709,0.07578
603499.SH,16.54,13.33,-0.15946,0.35071
603500.SH,8.14,9.8,-0.41609,-0.50712
603501.SH,98.41,98.13,-0.05238,0.00517
603505.SH,29.03,28.23,-0.17393,-0.03625
603506.SH,8.56,9.9,-0.15062,-0.45267
603507.SH,26.26,25.43,-0.09107,-0.23863
603508.SH,19.94,17.51,-0.09027,0.15493
603511.SH,12.53,14.21,-0.18217,-0.39263
603515.SH,17.09,17.77,-0.08976,-0.232
603516.SH,31.72,25.09,0.13266,0.69154
603517.SH,17.39,23.78,-0.38707,-0.64531
603518.SH,8.77,9.1,-0.29945,-0.31223
603519.SH,11.62,12.59,-0.29656,-0.36241
603520.SH,10.65,12.29,-0.19317,-0.41264
603527.SH,7.76,9.07,-0.1272,-0.40155
603528.SH,6.52,7.41,-0.07357,-0.13827
603529.SH,30.88,29.23,-0.08177,-0.03831
603530.SH,22.46,19.26,0.10317,0.48148
603533.SH,19.91,20.1,-0.13563,-0.28898
603535.SH,15.73,16.37,-0.38493,-0.44417
603536.SH,8.91,9.88,-0.35923,-0.19333
603538.SH,12.54,15.17,-0.13154,-0.32557
603551.SH,10.54,10.5,-0.09854,-0.17056
603556.SH,43.97,35.24,0.22222,0.91067
603558.SH,10.14,9.67,-0.03688,0.05714
603565.SH,8.9,8.87,0.01646,-0.25923
603566.SH,15.62,17.89,-0.26522,-0.44066
603567.SH,11.34,11.83,0.04834,-0.16654
603568.SH,19.78,18.52,0.01171,-0.01679
603569.SH,7.98,10.4,-0.35251,-0.58733
603577.SH,7.25,8.1,-0.13368,-0.23756
603578.SH,12.23,13.24,-0.10017,-0.30629
603579.SH,17.89,19.66,-0.33241,-0.46539
603580.SH,21.44,17.21,0.42369,0.28756
603583.SH,18.85,18.81,-0.07998,-0.1042
603585.SH,10.94,12.52,-0.08987,-0.29343
603586.SH,12.82,14.18,-0.17191,-0.20394
603587.SH,12.0,13.03,-0.14919,-0.31404
603588.SH,5.95,6.71,-0.10714,-0.52261
603589.SH,39.8,43.85,-0.14181,-0.41072
603590.SH,27.26,31.69,-0.23789,-0.32809
603595.SH,19.82,26.49,-0.25586,-0.48094
603596.SH,45.23,57.92,-0.40708,-0.57201
603598.SH,14.22,14.3,-0.32117,0.16981
603599.SH,13.12,14.88,-0.26565,-0.42733
603600.SH,10.76,10.48,-0.05954,-0.02612
603601.SH,2.98,3.59,-0.07958,-0.4128
603602.SH,12.73,13.4,-0.05712,0.02061
603605.SH,100.46,99.85,-0.02051,-0.13781
603606.SH,46.53,43.0,0.19596,0.17755
603607.SH,13.38,14.63,-0.03431,-0.12387
603609.SH,7.0,7.71,-0.03448,-0.2381
603610.SH,10.59,11.22,-0.20176,-0.33955
603611.SH,18.1,18.53,-0.18616,-0.3169
603612.SH,12.82,14.18,-0.08225,-0.38728
603613.SH,21.18,25.71,-0.08427,-0.43746
603615.SH,13.88,13.36,-0.24443,0.34801
603616.SH,3.28,4.44,-0.26509,-0.52137
603617.SH,5.86,7.27,-0.20061,-0.4613
603618.SH,4.76,5.32,-0.13402,-0.26957
603619.SH,23.57,21.5,-0.07076,0.01526
603626.SH,5.84,6.59,0.24749,0.16928
603628.SH,14.78,14.98,-0.27947,-0.08003
603629.SH,20.95,23.93,-0.36445,-0.36147
603630.SH,11.29,13.07,-0.16045,-0.38344
603633.SH,7.66,8.32,-0.15259,-0.44662
603636.SH,8.65,10.45,-0.22419,-0.38069
603637.SH,6.44,7.38,-0.07895,-0.29835
603638.SH,15.29,15.83,-0.09697,-0.15148
603639.SH,13.42,14.88,-0.10155,-0.2593
603648.SH,8.43,8.98,-0.15011,-0.20148
603650.SH,28.42,29.9,-0.03246,-0.06387
603655.SH,15.15,17.92,-0.0954,-0.39464
603656.SH,11.41,12.43,-0.25787,-0.22329
603657.SH,12.28,13.46,-0.03743,-0.38086
603658.SH,49.74,49.87,-0.34009,-0.13865
603659.SH,15.99,20.1,-0.35727,-0.68682
603660.SH,6.01,6.55,-0.40887,-0.21697
603661.SH,41.64,39.27,-0.23332,-0.02068
603662.SH,26.23,28.58,-0.23894,-0.14286
603663.SH,14.73,12.43,0.38233,0.54149
603665.SH,19.61,22.11,-0.40581,-0.52896
603666.SH,19.11,24.78,-0.28969,-0.42068
603667.SH,16.38,17.47,-0.23122,-0.09403
603668.SH,13.32,15.09,-0.31968,-0.31713
603669.SH,4.51,4.81,0.10302,-0.09298
603676.SH,8.41,9.27,-0.01502,-0.24976
603677.SH,11.7,12.63,-0.10383,-0.23898
603678.SH,23.26,25.1,0.04507,-0.3461
603679.SH,11.91,12.96,0.00577,-0.25605
603680.SH,7.39,8.22,-0.08377,-0.23077
603681.SH,12.62,13.14,-0.09231,-0.19362
603682.SH,4.26,5.04,-0.19318,-0.44094
603683.SH,8.41,9.36,-0.05489,-0.23478
603685.SH,12.03,13.33,-0.11475,-0.28947
603686.SH,8.56,9.17,-0.10256,-0.24731
603687.SH,8.61,9.54,-0.42376,-0.39501
603688.SH,51.69,70.14,-0.69733,-0.73225
603689.SH,8.78,8.57,0.05348,0.0
603690.SH,23.72,25.09,-0.2766,-0.26515
603693.SH,11.34,11.36,-0.13289,-0.2632
603696.SH,7.57,8.54,-0.15844,-0.31646
603697.SH,6.27,7.42,-0.17664,-0.34837
603698.SH,12.59,13.24,0.03529,-0.09091
603699.SH,18.11,16.11,0.1549,0.36274
603700.SH,10.26,11.94,-0.10373,-0.27467
603701.SH,10.68,12.03,0.0303,-0.22614
603703.SH,10.03,10.71,-0.12906,-0.11509
603706.SH,15.04,15.39,0.08692,-0.09943
603707.SH,12.29,12.91,-0.10314,-0.13721
603708.SH,9.26,10.63,-0.20243,-0.3493
603709.SH,12.2,14.45,-0.31562,-0.47336
603711.SH,14.69,15.15,-0.21274,-0.36449
603712.SH,20.74,24.37,-0.42521,-0.40158
603713.SH,54.48,57.54,0.00092,-0.50103
603716.SH,6.81,8.79,-0.18432,-0.5171
603717.SH,6.29,6.61,-0.15238,-0.25936
603718.SH,7.35,8.83,-0.16288,-0.30576
603719.SH,13.28,16.88,-0.32243,-0.56489
603721.SH,25.86,24.29,-0.28367,0.17237
603722.SH,41.09,42.7,-0.12692,-0.25638
603725.SH,7.95,8.87,-0.32205,-0.34202
603726.SH,12.91,13.39,0.1151,0.07046
603727.SH,13.05,12.79,-0.10017,-0.17953
603728.SH,46.84,54.42,-0.3876,-0.36335
603729.SH,16.45,19.27,-0.45182,-0.26336
603730.SH,10.65,13.21,-0.27765,-0.50108
603733.SH,17.79,17.32,0.04873,-0.17792
603737.SH,36.01,45.48,-0.25921,-0.64836
603738.SH,13.34,14.37,-0.04951,-0.06907
603739.SH,12.8,13.01,0.06413,-0.2021
603755.SH,22.52,24.89,0.24497,-0.26629
603757.SH,20.5,22.19,-0.22935,-0.28247
603758.SH,8.43,9.42,-0.25747,-0.32568
603759.SH,6.4,7.33,-0.13505,-0.35227
603766.SH,6.57,5.91,0.25568,0.26527
603767.SH,12.83,14.48,-0.3426,-0.26729
603768.SH,12.61,15.15,-0.13633,-0.22813
603773.SH,23.5,27.11,-0.29002,-0.35584
603776.SH,10.67,11.95,-0.15391,-0.3029
603777.SH,10.07,11.69,-0.25466,-0.39481
603778.SH,3.28,4.18,-0.24507,-0.53793
603779.SH,8.74,9.08,-0.11136,-0.12596
603786.SH,61.35,65.5,-0.30081,-0.41117
603787.SH,10.5,11.67,-0.04965,-0.39406
603788.SH,12.47,13.25,-0.0188,-0.05437
603789.SH,7.61,8.27,-0.29135,-0.28979
603790.SH,10.05,11.52,-0.06533,-0.33558
603797.SH,3.72,4.58,-0.2634,-0.45983
603798.SH,8.9,9.23,-0.18317,-0.21091
603799.SH,25.98,29.93,-0.16186,-0.52542
603800.SH,21.34,24.58,-0.23084,-0.45365
603801.SH,13.88,16.54,-0.3419,-0.59633
603803.SH,6.41,7.17,-0.14568,-0.25232
603806.SH,21.64,23.75,-0.46942,-0.48751
603808.SH,7.11,8.69,-0.16209,-0.47971
603809.SH,9.27,10.03,-0.20044,-0.27944
603810.SH,9.59,11.28,-0.20346,-0.40816
603811.SH,7.15,8.73,-0.15444,-0.41023
603813.SH,10.66,13.01,-0.15556,-0.39563
603815.SH,6.24,6.91,-0.20501,-0.28652
603816.SH,32.07,35.05,-0.3748,-0.42809
603817.SH,5.04,5.58,-0.08103,-0.29439
603818.SH,3.12,4.15,-0.43257,-0.59381
603819.SH,11.21,12.38,-0.26451,-0.34199
603822.SH,20.95,24.71,0.121,-0.30813
603823.SH,9.43,9.42,0.24056,-0.12178
603825.SH,9.0,10.46,-0.37043,-0.36161
603826.SH,37.84,45.64,-0.31281,-0.35999
603829.SH,12.44,13.47,-0.05302,-0.20261
603833.SH,58.4,69.51,-0.36372,-0.55399
603836.SH,12.61,13.77,-0.03304,-0.26309
603838.SH,5.38,5.94,-0.1617,-0.39291
603839.SH,4.98,6.09,-0.31057,-0.44503
603843.SH,2.79,3.14,0.12775,-0.3679
603848.SH,13.82,14.58,-0.13079,-0.19905
603855.SH,21.06,20.27,-0.14065,-0.23217
603856.SH,10.44,11.14,-0.04434,-0.19858
603858.SH,15.93,16.58,-0.13534,-0.19839
603859.SH,28.33,33.36,-0.61889,-0.63576
603860.SH,27.57,28.31,-0.12025,-0.12152
603861.SH,8.18,8.77,-0.07187,-0.14595
603863.SH,30.32,31.68,-0.39967,0.22972
603866.SH,5.84,6.94,-0.18665,-0.44742
603867.SH,24.53,27.32,-0.18324,-0.39339
603868.SH,43.44,49.63,-0.26344,-0.51596
603871.SH,22.07,19.9,-0.33048,-0.0857
603876.SH,9.7,11.3,-0.07298,-0.49315
603877.SH,14.79,15.77,-0.18633,-0.35835
603878.SH,7.39,7.41,-0.27567,-0.35139
603880.SH,3.71,4.19,-0.14005,-0.22049
603881.SH,15.81,17.86,-0.33032,-0.41469
603882.SH,37.17,49.41,-0.51779,-0.56557
603883.SH,25.22,26.65,-0.57218,-0.53716
603885.SH,11.86,12.75,-0.18695,-0.37797
603886.SH,15.46,16.83,-0.26667,-0.35596
603887.SH,5.38,6.51,0.05302,-0.26904
603888.SH,22.01,24.49,-0.24582,-0.30824
603889.SH,7.13,7.24,-0.14168,-0.22195
603890.SH,8.95,9.26,-0.06877,0.06995
603893.SH,56.62,58.94,-0.01762,-0.20852
603895.SH,18.31,21.27,-0.27204,-0.31245
603896.SH,24.81,30.04,-0.2287,-0.46777
603897.SH,18.46,18.21,0.02298,-0.02908
603898.SH,8.22,9.35,-0.19635,-0.31717
603899.SH,33.34,35.05,-0.22674,-0.38277
603900.SH,5.63,5.91,0.10987,-0.24772
603901.SH,7.76,9.59,-0.4039,-0.52782
603903.SH,7.35,8.53,-0.267,-0.38282
603906.SH,8.52,10.23,-0.28889,-0.52941
603908.SH,26.93,32.63,-0.36385,-0.54085
603909.SH,8.89,10.2,-0.20496,-0.42422
603912.SH,6.66,7.68,-0.31579,-0.36621
603915.SH,11.8,13.9,-0.39008,-0.51529
603916.SH,7.63,9.32,-0.12575,-0.42969
603917.SH,12.35,15.12,-0.29831,-0.45076
603918.SH,12.14,16.56,-0.46983,-0.64392
603919.SH,19.71,22.42,-0.15619,-0.32469
603920.SH,19.2,17.95,-0.03485,0.1617
603922.SH,23.19,23.88,-0.41167,-0.25647
603926.SH,8.85,9.89,-0.12215,-0.22946
603927.SH,21.52,26.17,-0.45384,-0.5243
603928.SH,9.51,10.75,-0.22737,-0.38526
603929.SH,23.66,21.96,0.14202,0.37964
603931.SH,20.77,23.61,-0.17277,-0.30245
603933.SH,13.57,14.6,-0.27762,-0.23562
603936.SH,7.72,8.84,-0.06887,-0.33991
603937.SH,8.59,10.28,-0.15343,-0.35756
603938.SH,12.4,14.75,-0.2765,-0.4673
603939.SH,33.22,35.23,-0.49708,-0.49142
603948.SH,17.89,20.08,-0.20369,-0.35387
603949.SH,12.55,16.88,-0.29176,-0.44681
603950.SH,14.24,14.32,-0.19074,-0.08658
603955.SH,10.16,12.55,-0.34786,-0.52897
603956.SH,5.86,6.75,-0.28201,-0.32749
603958.SH,9.77,9.8,-0.34466,0.15031
603960.SH,24.08,20.34,-0.55225,0.03753
603966.SH,7.42,7.86,-0.07832,-0.29292
603967.SH,9.25,9.38,0.02577,-0.11534
603968.SH,10.71,12.56,-0.16651,-0.47066
603969.SH,5.14,5.24,-0.22161,-0.10338
603970.SH,16.71,16.52,-0.22455,-0.2662
603976.SH,14.77,16.89,0.06672,-0.23624
603977.SH,10.92,9.98,-0.05328,0.16238
603978.SH,10.24,12.96,-0.09235,-0.4263
603979.SH,49.6,43.26,-0.14331,0.18603
603980.SH,3.72,4.08,0.0,-0.24834
603982.SH,9.02,11.55,-0.2664,-0.46945
603983.SH,27.58,27.24,-0.29406,-0.21324
603985.SH,15.04,21.89,-0.50026,-0.61792
603986.SH,82.05,86.05,-0.00737,-0.23506
603987.SH,6.9,8.27,-0.18134,-0.41115
603988.SH,9.37,9.73,0.25128,-0.02871
603989.SH,14.47,17.67,-0.3058,-0.44366
603990.SH,9.41,11.16,-0.24151,-0.42519
603991.SH,33.14,37.1,-0.04611,0.03993
603992.SH,17.62,16.82,0.05791,0.22938
603993.SH,8.17,6.8,0.12085,0.3156
603995.SH,17.74,18.68,0.01372,-0.20732
603997.SH,11.75,12.61,-0.14692,-0.22502
603998.SH,11.17,10.69,0.1556,0.29556
603999.SH,5.19,5.76,-0.16874,-0.21212
605001.SH,5.35,5.86,-0.10275,-0.34713
605003.SH,16.43,17.74,-0.04922,-0.21096
605005.SH,15.94,16.49,-0.00924,-0.08027
605006.SH,4.99,5.93,-0.27486,-0.46319
605007.SH,13.44,13.79,-0.04402,-0.17903
605008.SH,13.41,14.09,-0.11179,-0.21716
605009.SH,40.01,39.7,-0.1296,-0.22764
605011.SH,24.36,24.84,-0.23897,-0.34837
605016.SH,22.81,24.68,-0.3748,-0.27692
605018.SH,8.84,9.71,-0.1247,-0.29469
605020.SH,22.27,24.44,-0.49902,-0.47273
