ts_code,symbol,name,industry,market,list_date,circ_mv
000936.SZ,000936,华西股份,化纤,主板,1999-08-10,473949.7253
000937.SZ,000937,冀中能源,煤炭开采,主板,1999-09-09,1610256.3125
000938.SZ,000938,紫光股份,IT设备,主板,1999-11-04,5519954.1568
000948.SZ,000948,南天信息,软件服务,主板,1999-10-14,492464.9753
000949.SZ,000949,新乡化纤,化纤,主板,1999-10-21,564514.5398
000950.SZ,000950,重药控股,医药商业,主板,1999-09-16,831256.8388
000951.SZ,000951,中国重汽,汽车整车,主板,1999-11-25,1651866.3202
000952.SZ,000952,广济药业,化学制药,主板,1999-11-12,168553.9314
000953.SZ,000953,河化股份,化学制药,主板,1999-12-02,123749.3019
000955.SZ,000955,欣龙控股,纺织,主板,1999-12-09,160875.4027
000957.SZ,000957,中通客车,汽车整车,主板,2000-01-13,544285.8132
000958.SZ,000958,电投产融,多元金融,主板,1999-12-23,1792670.8747
000959.SZ,000959,首钢股份,普钢,主板,1999-12-16,1789497.5029
000960.SZ,000960,锡业股份,小金属,主板,2000-02-21,2228415.843
000962.SZ,000962,东方钽业,小金属,主板,2000-01-20,516469.4861
000963.SZ,000963,华东医药,化学制药,主板,2000-01-27,5088126.9891
000965.SZ,000965,天保基建,区域地产,主板,2000-04-06,283006.8782
000966.SZ,000966,长源电力,火力发电,主板,2000-03-16,1129973.6843
000967.SZ,000967,盈峰环境,环境保护,主板,2000-03-30,1215526.5938
