ts_code,MA120,MA250,PC120,PC250,250RPS_Rank,250RPS,120RPS_Rank,120RPS
000869.SZ,23.0,24.65,-0.0878,-0.33965,2983.0,38.46,1675.0,65.46
000875.SZ,5.01,4.76,0.08314,-0.06574,797.0,83.57,437.0,91.0
000876.SZ,9.44,9.65,0.01587,-0.21265,1709.0,64.75,757.0,84.4
000877.SZ,5.94,6.54,-0.32405,-0.43643,3877.0,20.02,4184.0,13.68
000878.SZ,12.81,11.87,-0.05408,0.00273,576.0,88.13,1294.0,73.32
000880.SZ,8.7,9.42,-0.00348,-0.14612,1208.0,75.09,888.0,81.7
000881.SZ,6.55,6.86,0.02525,-0.22222,1784.0,63.21,705.0,85.47
000882.SZ,1.27,1.5,-0.23129,-0.39894,3564.0,26.48,3446.0,28.91
000883.SZ,5.54,4.9,-0.02079,0.06321,433.0,91.09,1011.0,79.16
000885.SZ,12.12,11.61,-0.05797,-0.12992,1106.0,77.2,1343.0,72.31
000886.SZ,4.53,4.43,-0.10991,-0.18218,1458.0,69.93,1954.0,59.7
000887.SZ,12.15,12.01,0.02892,-0.06841,804.0,83.43,685.0,85.89
000888.SZ,11.48,10.48,0.17277,0.07589,397.0,91.83,211.0,95.67
000890.SZ,3.08,3.78,-0.38308,-0.47899,4184.0,13.68,4482.0,7.53
000892.SZ,2.8,3.33,-0.17532,-0.36658,3243.0,33.1,2832.0,41.58
000893.SZ,18.08,22.32,-0.23396,-0.39871,3562.0,26.52,3471.0,28.39
000895.SZ,25.3,26.04,-0.22971,-0.08994,893.0,81.59,3424.0,29.36
000897.SZ,2.17,2.25,-0.05714,-0.24715,2020.0,58.34,1334.0,72.49
000898.SZ,2.28,2.45,-0.1992,-0.29965,2564.0,47.11,3126.0,35.51
000899.SZ,9.27,8.61,-0.0091,-0.06158,779.0,83.95,931.0,80.81
000900.SZ,3.81,3.89,-0.01355,-0.14353,1192.0,75.42,961.0,80.19
000901.SZ,8.74,9.0,0.17089,-0.02836,672.0,86.15,214.0,95.6
000902.SZ,11.68,11.34,0.14101,0.11331,338.0,93.05,280.0,94.24
000903.SZ,2.04,2.35,-0.2467,-0.40418,3615.0,25.42,3585.0,26.04
000905.SZ,6.07,6.58,-0.12698,-0.27916,2363.0,51.26,2168.0,55.28
000906.SZ,7.07,7.31,-0.29086,-0.34327,3018.0,37.74,3946.0,18.59
000910.SZ,6.58,7.19,-0.12573,-0.24685,2015.0,58.44,2148.0,55.7
000911.SZ,6.87,7.68,-0.06715,-0.30468,2620.0,45.96,1432.0,70.47
000912.SZ,3.83,4.07,-0.05556,-0.16889,1366.0,71.83,1319.0,72.8
000913.SZ,15.94,14.37,0.37009,0.06012,443.0,90.88,67.0,98.64
000915.SZ,31.76,31.45,-0.18497,-0.16447,1328.0,72.62,2961.0,38.92
000917.SZ,5.45,5.57,-0.03777,-0.20656,1653.0,65.91,1144.0,76.41
000919.SZ,6.64,7.24,-0.125,-0.23834,1932.0,60.15,2132.0,56.03
000920.SZ,7.94,8.54,-0.08659,-0.19376,1549.0,68.06,1663.0,65.7
000921.SZ,32.63,27.9,-0.25315,0.02527,524.0,89.21,3638.0,24.95
000922.SZ,11.95,11.04,0.08094,-0.13617,1145.0,76.39,444.0,90.86
000923.SZ,16.89,16.39,-0.15901,-0.03561,698.0,85.62,2607.0,46.22
000925.SZ,6.46,7.3,-0.25691,-0.29211,2490.0,48.64,3670.0,24.29
000926.SZ,3.0,3.65,-0.43675,-0.61284,4711.0,2.81,4650.0,4.07
000927.SZ,2.52,2.59,-0.09774,-0.14591,1203.0,75.2,1802.0,62.84
000928.SZ,6.01,6.3,-0.13449,-0.41684,3730.0,23.05,2265.0,53.28
000929.SZ,6.76,8.08,-0.15058,-0.41667,3728.0,23.09,2482.0,48.8
000930.SZ,5.6,6.14,-0.19835,-0.314,2714.0,44.02,3113.0,35.78
000931.SZ,4.07,4.9,-0.07547,-0.33559,2945.0,39.25,1534.0,68.37
000932.SZ,4.91,5.3,-0.31542,-0.31897,2760.0,43.07,4125.0,14.9
000933.SZ,20.36,18.34,-0.23323,0.06342,431.0,91.13,3464.0,28.54
000935.SZ,13.47,15.01,-0.37321,-0.37766,3351.0,30.87,4442.0,8.36
000936.SZ,6.64,7.64,-0.38684,-0.47581,4164.0,14.09,4500.0,7.16
000937.SZ,7.05,7.02,-0.35053,-0.11075,998.0,79.43,4333.0,10.61
000938.SZ,21.73,21.27,-0.2308,-0.24853,2039.0,57.94,3439.0,29.05
000948.SZ,13.09,14.56,-0.08096,-0.37962,3376.0,30.35,1612.0,66.76
000949.SZ,3.7,3.41,0.41887,0.14286,305.0,93.73,45.0,99.09
000950.SZ,5.15,5.17,-0.06212,-0.14442,1195.0,75.36,1376.0,71.63
000951.SZ,15.49,15.29,-0.16388,-0.12897,1097.0,77.38,2676.0,44.8
000952.SZ,5.48,6.48,-0.0844,-0.32476,2824.0,41.75,1639.0,66.2
000953.SZ,3.19,4.25,-0.04507,-0.36278,3206.0,33.86,1211.0,75.03
000955.SZ,3.87,4.45,-0.46545,-0.35526,3129.0,35.45,4710.0,2.83
000957.SZ,9.95,9.64,0.08602,-0.11404,1020.0,78.97,427.0,91.21
000958.SZ,3.83,3.96,-0.10909,-0.2133,1718.0,64.57,1941.0,59.97
000959.SZ,3.0,3.3,-0.15902,-0.28756,2447.0,49.53,2608.0,46.2
000960.SZ,15.49,14.64,-0.03083,-0.03354,692.0,85.74,1087.0,77.59
000962.SZ,10.67,11.25,-0.03704,-0.13907,1164.0,76.0,1137.0,76.56
000963.SZ,30.54,34.53,-0.05455,-0.18818,1503.0,69.01,1298.0,73.24
000965.SZ,2.82,3.09,-0.07364,-0.44159,3919.0,19.15,1515.0,68.76
000966.SZ,4.56,4.56,-0.0885,-0.17928,1438.0,70.35,1685.0,65.25
000967.SZ,4.58,4.7,-0.14799,-0.18913,1509.0,68.88,2441.0,49.65
000968.SZ,6.46,6.91,-0.13657,-0.25426,2086.0,56.97,2290.0,52.77
000969.SZ,8.47,8.72,-0.00613,-0.07955,845.0,82.58,911.0,81.22
000970.SZ,8.51,9.38,-0.10401,-0.25158,2064.0,57.43,1873.0,61.37
000972.SZ,2.8,3.24,-0.35294,-0.36538,3232.0,33.33,4348.0,10.3
000973.SZ,3.87,4.22,-0.06329,-0.18502,1477.0,69.54,1387.0,71.4
000975.SZ,17.82,15.99,0.01743,0.28258,173.0,96.45,750.0,84.54
000977.SZ,37.44,35.79,-0.22837,-0.22685,1823.0,62.4,3408.0,29.69
000978.SZ,6.45,6.82,-0.15602,-0.25752,2126.0,56.15,2568.0,47.03
000980.SZ,1.85,2.55,-0.42471,-0.61697,4717.0,2.68,4618.0,4.73
000981.SZ,1.36,1.46,-0.15748,-0.31847,2757.0,43.13,2579.0,46.8
000983.SZ,9.97,9.93,-0.34028,-0.01861,638.0,86.86,4287.0,11.56
000985.SZ,13.27,14.65,-0.06667,-0.20555,1646.0,66.05,1428.0,70.55
000987.SZ,5.39,5.89,-0.18013,-0.30528,2628.0,45.79,2898.0,40.22
000988.SZ,30.93,30.39,-0.12409,-0.06855,805.0,83.41,2120.0,56.27
000990.SZ,7.45,7.68,-0.09945,-0.16837,1361.0,71.94,1819.0,62.48
000993.SZ,9.46,9.53,-0.18822,-0.22954,1844.0,61.97,2998.0,38.16
000995.SZ,9.88,12.95,-0.32588,-0.59384,4672.0,3.61,4195.0,13.45
000997.SZ,15.3,16.89,-0.33954,-0.29847,2558.0,47.23,4281.0,11.68
000998.SZ,11.18,13.05,-0.31139,-0.39031,3477.0,28.27,4095.0,15.52
000999.SZ,51.01,49.94,-0.15168,-0.05073,737.0,84.81,2503.0,48.37
001201.SZ,19.53,20.84,-0.16005,-0.36234,3198.0,34.03,2624.0,45.87
001202.SZ,12.08,14.24,-0.12298,-0.34856,3075.0,36.57,2109.0,56.5
001203.SZ,9.61,9.99,-0.17872,-0.29044,2476.0,48.93,2876.0,40.67
001205.SZ,16.29,16.7,-0.00838,-0.26577,2226.0,54.09,926.0,80.91
001206.SZ,13.3,14.2,0.0513,-0.17164,1383.0,71.48,564.0,88.38
001207.SZ,14.73,15.34,-0.04376,-0.15204,1249.0,74.25,1194.0,75.38
001208.SZ,7.88,8.39,-0.03214,-0.12675,1087.0,77.59,1094.0,77.45
001209.SZ,14.16,15.56,-0.14368,-0.21303,1712.0,64.69,2379.0,50.93
001210.SZ,14.37,16.96,-0.22581,-0.45402,4020.0,17.07,3387.0,30.13
001211.SZ,16.05,19.18,-0.04129,-0.33926,2978.0,38.57,1171.0,75.86
001212.SZ,24.89,24.97,-0.37367,-0.2032,1630.0,66.38,4444.0,8.32
001213.SZ,4.09,4.16,-0.08516,-0.2017,1616.0,66.67,1647.0,66.03
001215.SZ,34.29,44.26,-0.46261,-0.63449,4748.0,2.04,4698.0,3.07
001216.SZ,12.98,13.01,-0.09113,-0.12874,1096.0,77.4,1720.0,64.53
001217.SZ,10.16,11.15,-0.1286,-0.22592,1815.0,62.57,2185.0,54.93
001218.SZ,16.43,18.72,-0.18311,-0.36878,3265.0,32.65,2937.0,39.41
001219.SZ,14.47,17.08,-0.27404,-0.37126,3289.0,32.15,3811.0,21.38
001222.SZ,12.2,13.19,-0.08507,-0.35849,3166.0,34.69,1645.0,66.08
001223.SZ,37.8,51.73,-0.23592,-0.57199,4609.0,4.91,3482.0,28.17
001225.SZ,30.34,35.01,-0.20264,-0.38916,3469.0,28.44,3164.0,34.73
001226.SZ,28.78,31.27,-0.25882,-0.33502,2937.0,39.41,3686.0,23.96
001227.SZ,2.43,2.63,-0.139,-0.25168,2066.0,57.39,2318.0,52.19
001228.SZ,22.94,27.82,-0.28777,-0.53457,4479.0,7.59,3924.0,19.05
001229.SZ,28.92,30.3,-0.28054,-0.19254,1538.0,68.28,3868.0,20.2
001230.SZ,16.54,19.81,-0.18525,-0.44453,3947.0,18.57,2969.0,38.75
001231.SZ,15.05,17.69,-0.08108,-0.38266,3410.0,29.65,1614.0,66.71
001234.SZ,16.95,20.13,-0.08238,-0.61377,4712.0,2.79,1625.0,66.49
001236.SZ,8.21,10.02,-0.27646,-0.49786,4295.0,11.39,3836.0,20.86
001238.SZ,20.62,21.45,0.19783,-0.12416,1078.0,77.78,171.0,96.49
001255.SZ,23.43,27.98,-0.19248,-0.4214,3772.0,22.18,3046.0,37.16
001256.SZ,14.08,15.74,-0.05712,-0.28426,2417.0,50.14,1332.0,72.53
001258.SZ,6.49,7.13,-0.14516,-0.31412,2716.0,43.97,2392.0,50.66
001259.SZ,21.93,25.5,-0.20123,-0.342,3008.0,37.95,3148.0,35.06
001260.SZ,14.68,17.78,-0.15355,-0.41264,3691.0,23.85,2536.0,47.69
001266.SZ,21.78,25.0,-0.31639,-0.27558,2322.0,52.1,4133.0,14.73
001267.SZ,4.94,5.07,0.44282,-0.02467,660.0,86.4,38.0,99.24
001268.SZ,17.31,21.0,-0.14987,-0.27694,2343.0,51.67,2470.0,49.05
001269.SZ,35.06,40.9,-0.47876,-0.53396,4477.0,7.64,4732.0,2.37
001270.SZ,41.58,57.35,-0.45235,-0.63128,4744.0,2.13,4681.0,3.43
001278.SZ,16.31,19.5,-0.27249,-0.37595,3328.0,31.35,3797.0,21.67
001282.SZ,26.19,30.07,-0.44437,-0.46441,4076.0,15.91,4665.0,3.76
001283.SZ,39.6,42.19,-0.01797,-0.26803,2247.0,53.65,992.0,79.55
001286.SZ,10.58,9.61,-0.04205,-0.03413,694.0,85.7,1176.0,75.75
001287.SZ,17.36,19.71,-0.06715,-0.29673,2542.0,47.57,1432.0,70.47
001288.SZ,24.26,20.2,0.44649,0.43739,96.0,98.04,37.0,99.26
001289.SZ,17.94,18.71,-0.23057,-0.2141,1722.0,64.49,3435.0,29.14
001296.SZ,18.09,20.35,-0.26359,-0.3492,3086.0,36.34,3720.0,23.26
001298.SZ,22.84,25.07,-0.27597,-0.00899,611.0,87.41,3828.0,21.03
001299.SZ,12.18,14.25,-0.09683,-0.48437,4223.0,12.88,1787.0,63.14
001300.SZ,12.29,13.92,-0.29275,-0.27435,2310.0,52.35,3961.0,18.28
001301.SZ,39.16,40.01,0.32464,-0.29639,2539.0,47.63,81.0,98.35
001308.SZ,23.62,24.74,-0.29427,-0.20774,1662.0,65.72,3971.0,18.08
001309.SZ,93.79,87.95,-0.16688,0.12306,328.0,93.25,2727.0,43.75
001311.SZ,30.84,39.46,-0.46761,-0.59205,4666.0,3.74,4714.0,2.74
001313.SZ,7.71,8.16,-0.00836,-0.13697,1149.0,76.31,925.0,80.93
001314.SZ,40.66,43.02,-0.31384,-0.06234,783.0,83.86,4114.0,15.13
001316.SZ,30.73,32.28,-0.0472,-0.26312,2197.0,54.68,1233.0,74.58
001317.SZ,26.01,30.51,-0.18159,-0.41798,3740.0,22.84,2914.0,39.89
001318.SZ,10.85,12.11,-0.05492,-0.23293,1883.0,61.16,1306.0,73.07
001319.SZ,17.14,20.72,-0.15187,-0.20342,1633.0,66.32,2506.0,48.31
001322.SZ,8.26,10.48,-0.25847,-0.60068,4687.0,3.3,3683.0,24.02
001323.SZ,30.88,31.91,-0.12,-0.18169,1451.0,70.08,2074.0,57.22
001324.SZ,18.22,21.83,-0.27556,-0.60764,4702.0,2.99,3821.0,21.17
001328.SZ,23.99,26.57,0.12203,-0.34041,2995.0,38.22,337.0,93.07
001330.SZ,5.61,6.43,-0.27944,-0.5078,4368.0,9.88,3860.0,20.37
001331.SZ,12.36,14.8,-0.18503,-0.50647,4359.0,10.07,2965.0,38.84
001332.SZ,25.23,29.1,-0.08563,-0.34511,3041.0,37.27,1651.0,65.95
001333.SZ,16.97,19.38,-0.07692,-0.44444,3944.0,18.63,1550.0,68.04
001336.SZ,18.97,22.72,-0.20769,-0.43365,3858.0,20.41,3209.0,33.8
001337.SZ,25.28,26.56,-0.15452,-0.3042,2614.0,46.08,2551.0,47.38
001338.SZ,10.37,11.63,-0.09627,-0.42608,3810.0,21.4,1781.0,63.27
001339.SZ,28.8,28.25,-0.16301,0.08906,376.0,92.26,2667.0,44.99
001360.SZ,13.41,15.24,-0.0214,-0.36827,3263.0,32.69,1018.0,79.01
001366.SZ,12.03,13.38,-0.14323,-0.40365,3614.0,25.44,2370.0,51.11
001367.SZ,30.26,36.71,-0.28193,-0.5403,4506.0,7.04,3881.0,19.93
001368.SZ,19.74,22.36,-0.17146,-0.37091,3283.0,32.27,2789.0,42.47
001373.SZ,27.44,33.83,-0.1478,-0.44374,3936.0,18.8,2436.0,49.75
001380.SZ,21.52,26.94,-0.38444,-0.53487,4481.0,7.55,4489.0,7.39
001696.SZ,10.8,8.52,0.94631,0.73913,39.0,99.22,8.0,99.86
001872.SZ,19.31,17.68,0.15744,0.25438,192.0,96.06,238.0,95.11
001896.SZ,4.24,4.29,-0.08333,-0.21253,1708.0,64.78,1631.0,66.36
001914.SZ,10.32,11.72,-0.22862,-0.46104,4052.0,16.41,3410.0,29.65
001965.SZ,11.76,10.77,0.12603,0.26446,186.0,96.18,328.0,93.25
001979.SZ,9.17,9.95,0.03613,-0.34001,2990.0,38.32,635.0,86.92
002001.SZ,19.05,17.79,0.10282,0.23077,213.0,95.63,391.0,91.95
002003.SZ,11.97,11.06,0.1819,0.2336,212.0,95.65,192.0,96.06
002004.SZ,4.25,4.5,-0.06546,-0.15854,1295.0,73.3,1414.0,70.84
002006.SZ,13.35,14.21,-0.08773,-0.40488,3628.0,25.15,1674.0,65.48
002007.SZ,17.74,19.67,-0.21818,-0.30549,2630.0,45.75,3307.0,31.78
002008.SZ,20.18,20.56,-0.04726,-0.1573,1282.0,73.57,1235.0,74.54
002009.SZ,12.61,12.72,-0.25509,-0.11665,1037.0,78.62,3656.0,24.58
002010.SZ,4.17,4.51,-0.19154,-0.31638,2729.0,43.71,3024.0,37.62
002011.SZ,11.15,11.6,-0.19609,-0.15794,1289.0,73.42,3090.0,36.26
002012.SZ,3.69,4.5,-0.17604,-0.42196,3779.0,22.04,2840.0,41.42
002014.SZ,9.74,9.15,-0.11863,0.00833,564.0,88.38,2052.0,57.68
002015.SZ,8.88,10.24,-0.29012,-0.43627,3876.0,20.04,3941.0,18.7
002016.SZ,5.83,6.03,0.23154,-0.09265,909.0,81.26,136.0,97.21
002017.SZ,8.63,9.48,-0.14332,-0.27214,2287.0,52.83,2374.0,51.03
002019.SZ,12.25,12.97,-0.07942,-0.14512,1198.0,75.3,1585.0,67.31
002020.SZ,10.94,11.55,0.08863,0.02634,519.0,89.31,423.0,91.29
002021.SZ,1.85,2.03,-0.11236,-0.26168,2170.0,55.24,1989.0,58.98
002022.SZ,6.54,7.77,-0.30025,-0.38479,3437.0,29.1,4018.0,17.11
002023.SZ,9.48,9.17,0.01077,-0.05056,736.0,84.83,785.0,83.82
002025.SZ,43.54,46.54,0.16624,-0.19766,1576.0,67.5,219.0,95.5
002026.SZ,8.31,8.67,0.01019,-0.10698,978.0,79.84,787.0,83.78
002027.SZ,6.3,6.46,-0.10806,-0.23194,1870.0,61.43,1929.0,60.21
002028.SZ,65.74,57.99,0.05054,0.29933,161.0,96.7,566.0,88.34
002029.SZ,5.32,5.6,-0.05243,-0.2315,1867.0,61.49,1281.0,73.59
002030.SZ,6.45,8.02,-0.38328,-0.46364,4071.0,16.01,4484.0,7.49
002031.SZ,2.81,3.28,-0.39683,-0.39037,3478.0,28.25,4533.0,6.48
002032.SZ,53.47,52.02,-0.11882,0.06207,439.0,90.96,2057.0,57.57
002033.SZ,9.29,9.02,-0.12275,-0.16851,1362.0,71.91,2106.0,56.56
002034.SZ,13.77,14.42,-0.01775,-0.16425,1326.0,72.66,991.0,79.57
002035.SZ,6.7,6.31,0.01382,0.00514,573.0,88.2,766.0,84.21
002036.SZ,7.12,8.31,-0.14644,-0.33436,2926.0,39.64,2415.0,50.19
002037.SZ,6.55,7.37,0.1398,-0.25564,2099.0,56.71,287.0,94.1
002038.SZ,7.92,9.15,-0.24009,-0.26183,2174.0,55.16,3526.0,27.26
002039.SZ,17.08,15.45,0.01238,0.19329,244.0,94.99,775.0,84.03
002040.SZ,5.81,6.33,-0.09933,-0.23352,1890.0,61.02,1815.0,62.57
002041.SZ,9.13,11.45,-0.24294,-0.46966,4106.0,15.29,3548.0,26.81
002042.SZ,4.02,3.82,-0.29698,-0.04114,711.0,85.35,3991.0,17.66
002043.SZ,10.25,9.94,-0.03792,-0.07574,832.0,82.85,1146.0,76.37
002044.SZ,4.23,5.14,-0.34783,-0.47167,4122.0,14.96,4313.0,11.02
002045.SZ,12.48,13.38,-0.15497,-0.14243,1183.0,75.61,2557.0,47.26
002046.SZ,10.36,10.62,-0.07514,-0.10781,983.0,79.74,1529.0,68.47
002047.SZ,1.78,2.28,-0.33473,-0.48377,4218.0,12.98,4251.0,12.3
002048.SZ,13.18,13.22,-0.02098,-0.06187,782.0,83.88,1016.0,79.05
002049.SZ,56.69,64.97,-0.33973,-0.469,4100.0,15.41,4282.0,11.66
002050.SZ,20.86,24.02,-0.29637,-0.35585,3137.0,35.29,3986.0,17.77
002051.SZ,7.35,8.09,-0.13376,-0.39123,3486.0,28.09,2258.0,53.43
002053.SZ,11.71,10.74,0.07493,-0.02004,645.0,86.71,463.0,90.47
002054.SZ,5.22,5.9,-0.07859,-0.30621,2637.0,45.6,1571.0,67.6
002055.SZ,6.71,7.84,-0.06708,-0.322,2795.0,42.34,1431.0,70.49
002056.SZ,13.33,13.92,-0.16575,-0.26227,2183.0,54.97,2709.0,44.12
002057.SZ,7.18,7.64,-0.12876,-0.33515,2938.0,39.39,2187.0,54.89
002058.SZ,8.72,10.33,-0.322,-0.31749,2742.0,43.44,4168.0,14.01
002059.SZ,5.08,5.36,-0.02376,-0.19313,1545.0,68.14,1032.0,78.72
002060.SZ,3.85,4.46,-0.19417,-0.45395,4019.0,17.09,3065.0,36.77
002061.SZ,3.76,3.77,-0.05405,-0.16468,1329.0,72.6,1291.0,73.38
002062.SZ,3.81,4.15,-0.1366,-0.37266,3297.0,31.99,2291.0,52.74
002063.SZ,5.31,5.59,-0.13966,-0.27129,2279.0,52.99,2325.0,52.04
002064.SZ,7.41,7.12,0.07511,0.04435,471.0,90.3,462.0,90.49
002065.SZ,4.96,5.6,-0.21201,-0.32219,2797.0,42.3,3251.0,32.93
002066.SZ,8.4,9.49,-0.06563,-0.31013,2672.0,44.88,1417.0,70.78
002067.SZ,2.84,3.08,0.00738,-0.21552,1728.0,64.36,806.0,83.39
002068.SZ,8.06,9.24,-0.34382,-0.50424,4342.0,10.42,4297.0,11.35
002069.SZ,2.89,3.55,-0.22727,-0.42177,3776.0,22.1,3402.0,29.82
002072.SZ,3.6,4.79,0.04282,-0.34906,3084.0,36.38,609.0,87.45
002073.SZ,7.41,6.93,0.07143,-0.00769,607.0,87.49,477.0,90.18
002074.SZ,19.42,20.64,-0.0491,-0.24466,1997.0,58.81,1242.0,74.39
002075.SZ,4.27,4.03,0.17995,0.13054,318.0,93.46,195.0,96.0
002076.SZ,1.78,2.01,-0.16201,-0.39271,3504.0,27.71,2652.0,45.3
002077.SZ,12.72,14.11,-0.24646,-0.22822,1829.0,62.28,3582.0,26.1
002078.SZ,14.32,13.22,-0.09754,0.08326,388.0,92.01,1798.0,62.92
002079.SZ,8.79,9.94,-0.2182,-0.35714,3151.0,35.0,3309.0,31.74
002080.SZ,13.83,15.64,-0.33534,-0.55351,4548.0,6.17,4256.0,12.2
002081.SZ,3.26,3.64,-0.1268,-0.34416,3030.0,37.49,2162.0,55.41
002082.SZ,4.59,5.47,-0.09514,-0.37059,3278.0,32.38,1772.0,63.45
002083.SZ,4.53,4.62,0.09512,-0.04873,731.0,84.94,405.0,91.66
002084.SZ,2.7,3.28,-0.10949,-0.40633,3635.0,25.01,1946.0,59.86
002085.SZ,13.99,9.54,0.60274,1.18136,8.0,99.86,19.0,99.63
002086.SZ,2.27,2.45,-0.15126,-0.27076,2272.0,53.14,2494.0,48.56
002088.SZ,13.08,14.06,-0.26819,-0.39863,3561.0,26.54,3766.0,22.31
002090.SZ,8.52,9.15,-0.16821,-0.32928,2869.0,40.82,2746.0,43.36
002091.SZ,7.09,7.26,-0.08696,-0.13699,1150.0,76.29,1666.0,65.64
002093.SZ,6.4,6.94,-0.1733,-0.18715,1492.0,69.23,2811.0,42.01
002094.SZ,2.32,3.0,-0.21245,-0.42049,3757.0,22.49,3256.0,32.83
002095.SZ,13.26,16.98,-0.27355,-0.44736,3962.0,18.26,3808.0,21.44
002096.SZ,11.72,11.0,0.01215,0.04293,475.0,90.22,777.0,83.99
002097.SZ,6.73,6.43,-0.2238,-0.13565,1141.0,76.48,3365.0,30.58
002098.SZ,6.05,6.22,0.38641,0.14423,304.0,93.75,55.0,98.89
002099.SZ,5.58,6.3,-0.00552,-0.29412,2516.0,48.1,907.0,81.3
002100.SZ,7.23,7.4,-0.12125,-0.13655,1147.0,76.35,2091.0,56.87
002101.SZ,11.38,13.54,-0.19602,-0.428,3824.0,21.11,3088.0,36.3
002102.SZ,2.53,2.65,0.07424,-0.21905,1755.0,63.81,467.0,90.38
002103.SZ,5.51,6.15,-0.1875,-0.13922,1165.0,75.98,2991.0,38.3
002104.SZ,5.72,6.76,-0.21936,-0.38204,3404.0,29.78,3319.0,31.53
002105.SZ,4.42,5.22,-0.15287,-0.35227,3104.0,35.97,2521.0,48.0
002106.SZ,9.7,9.63,-0.05782,0.01714,544.0,88.79,1340.0,72.37
002107.SZ,4.32,5.16,-0.14063,-0.343,3015.0,37.8,2335.0,51.84
002108.SZ,3.35,3.68,-0.1392,-0.29698,2545.0,47.5,2319.0,52.17
002109.SZ,3.4,3.95,-0.31868,-0.43249,3850.0,20.57,4146.0,14.47
002110.SZ,3.28,3.83,-0.27717,-0.45714,4035.0,16.76,3844.0,20.7
002111.SZ,10.45,9.6,0.1868,0.03362,503.0,89.64,187.0,96.16
002112.SZ,8.89,9.34,-0.04086,-0.19905,1590.0,67.21,1169.0,75.9
002114.SZ,4.91,5.84,-0.10487,-0.33333,2909.0,39.99,1884.0,61.14
002115.SZ,5.18,6.05,-0.32184,-0.30588,2634.0,45.67,4166.0,14.05
002116.SZ,9.83,10.24,-0.16123,-0.31447,2719.0,43.91,2640.0,45.54
002117.SZ,7.43,7.99,-0.16816,-0.30695,2644.0,45.46,2745.0,43.38
002119.SZ,11.23,11.87,-0.02479,-0.12231,1071.0,77.92,1039.0,78.58
002120.SZ,7.55,8.03,0.01304,-0.28963,2466.0,49.13,771.0,84.11
002121.SZ,4.0,4.67,-0.21995,-0.4069,3640.0,24.91,3321.0,31.49
002122.SZ,2.68,3.23,-0.51654,-0.43953,3900.0,19.54,4786.0,1.26
002123.SZ,7.53,10.55,-0.38034,-0.5927,4668.0,3.69,4468.0,7.82
002125.SZ,9.94,10.1,-0.01816,-0.22974,1845.0,61.95,994.0,79.51
002126.SZ,17.35,17.5,-0.1096,-0.12249,1072.0,77.9,1949.0,59.8
002127.SZ,2.84,3.18,-0.16667,-0.29919,2561.0,47.17,2720.0,43.89
002128.SZ,19.66,16.88,-0.01551,0.3124,154.0,96.84,973.0,79.94
002129.SZ,10.03,14.17,-0.38132,-0.68327,4800.0,0.97,4474.0,7.7
002130.SZ,13.14,9.93,0.96676,1.00147,19.0,99.63,7.0,99.88
002131.SZ,1.76,2.03,-0.39474,-0.38117,3389.0,30.09,4526.0,6.62
002132.SZ,2.41,2.74,-0.20913,-0.38462,3432.0,29.2,3224.0,33.49
002133.SZ,2.44,2.94,-0.25188,-0.46216,4060.0,16.24,3623.0,25.26
002134.SZ,8.18,9.02,0.06868,-0.19462,1554.0,67.95,496.0,89.79
002135.SZ,4.3,4.95,-0.21097,-0.42105,3767.0,22.29,3240.0,33.16
002136.SZ,9.65,10.28,-0.04353,-0.22074,1774.0,63.41,1188.0,75.51
002137.SZ,4.96,5.73,-0.03403,-0.16639,1345.0,72.27,1108.0,77.16
002138.SZ,25.92,26.3,-0.09275,-0.02915,675.0,86.09,1744.0,64.03
002139.SZ,9.9,9.72,0.11432,-0.08008,848.0,82.52,360.0,92.59
002140.SZ,7.77,8.15,-0.11995,-0.24497,2000.0,58.75,2073.0,57.24
002142.SZ,22.16,22.83,-0.06416,-0.2472,2021.0,58.32,1400.0,71.13
002144.SZ,8.8,9.93,0.04844,-0.20472,1643.0,66.12,576.0,88.13
002145.SZ,3.84,4.24,-0.18491,-0.38192,3402.0,29.82,2960.0,38.94
002146.SZ,1.52,1.71,-0.23529,-0.52245,4426.0,8.69,3476.0,28.29
002148.SZ,4.76,5.26,0.02921,-0.1993,1593.0,67.15,681.0,85.97
002149.SZ,14.14,14.35,-0.0343,-0.13551,1139.0,76.52,1110.0,77.12
002150.SZ,13.62,14.23,-0.12449,-0.07179,817.0,83.16,2126.0,56.15
002151.SZ,26.59,28.75,-0.14223,-0.23946,1946.0,59.86,2360.0,51.32
002152.SZ,10.84,11.28,-0.21477,-0.18717,1493.0,69.21,3284.0,32.25
002153.SZ,6.27,8.32,-0.30493,-0.60395,4693.0,3.18,4051.0,16.43
002154.SZ,5.26,5.71,-0.48636,-0.45234,3998.0,17.52,4743.0,2.15
002155.SZ,16.39,13.89,0.17927,0.36038,126.0,97.42,197.0,95.96
002156.SZ,22.06,21.44,-0.18523,0.02822,513.0,89.43,2968.0,38.77
002157.SZ,2.88,2.78,0.02344,-0.14379,1193.0,75.4,717.0,85.22
002158.SZ,18.62,20.47,-0.14101,-0.31533,2721.0,43.87,2340.0,51.73
002159.SZ,14.01,14.56,-0.09236,-0.14742,1219.0,74.87,1735.0,64.22
002160.SZ,3.19,3.53,-0.06687,-0.2325,1876.0,61.31,1430.0,70.51
002161.SZ,4.61,5.01,-0.1309,-0.23004,1851.0,61.82,2225.0,54.11
002162.SZ,3.23,3.8,-0.31592,-0.38616,3450.0,28.83,4129.0,14.82
